,Player,Nation,Pos,Squad,Age,Born,Playing Time | MP,Playing Time | Starts,Playing Time | Min,Playing Time | 90s,Performance | Gls,Performance | Ast,Performance | G-PK,Performance | PK,Performance | PKatt,Performance | CrdY,Performance | CrdR,Per 90 Minutes | Gls,Per 90 Minutes | Ast,Per 90 Minutes | G+A,Per 90 Minutes | G-PK,Per 90 Minutes | G+A-PK,Expected | xG,Expected | npxG,Expected | xAG,Expected | npxG+xAG,Per 90 Minutes | xG,Per 90 Minutes | xAG,Per 90 Minutes | xG+xAG,Per 90 Minutes | npxG,Per 90 Minutes | npxG+xAG,Performance | GA,Performance | GA90,Performance | SoTA,Performance | Saves,Performance | Save%,W,D,L,Performance | CS,Performance | CS%,Penalty Kicks | PKA,Penalty Kicks | PKsv,Penalty Kicks | PKm,Penalty Kicks | Save%,90s,GA,PKA,Goals | FK,Goals | CK,Goals | OG,Expected | PSxG,Expected | PSxG/SoT,Expected | PSxG+/-,Expected | /90,Launched | Cmp,Launched | Att,Launched | Cmp%,Passes | Att,Passes | Thr,Passes | Launch%,Passes | AvgLen,Goal Kicks | Att,Goal Kicks | Launch%,Goal Kicks | AvgLen,Crosses | Opp,Crosses | Stp,Crosses | Stp%,Sweeper | #OPA,Sweeper | #OPA/90,Sweeper | AvgDist,Total | Cmp,Total | Att,Total | Cmp%,Total | TotDist,Total | PrgDist,Short | Cmp,Short | Att,Short | Cmp%,Medium | Cmp,Medium | Att,Medium | Cmp%,Long | Cmp,Long | Att,Long | Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,Prog,Att,Pass Types | Live,Pass Types | Dead,Pass Types | FK,Pass Types | TB,Pass Types | Sw,Pass Types | Crs,Pass Types | TI,Pass Types | CK,Corner Kicks | In,Corner Kicks | Out,Corner Kicks | Str,Outcomes | Cmp,Outcomes | Off,Outcomes | Blocks,SCA | SCA,SCA | SCA90,SCA Types | PassLive,SCA Types | PassDead,SCA Types | Drib,SCA Types | Sh,SCA Types | Fld,SCA Types | Def,GCA | GCA,GCA | GCA90,GCA Types | PassLive,GCA Types | PassDead,GCA Types | Drib,GCA Types | Sh,GCA Types | Fld,GCA Types | Def,Tackles | Tkl,Tackles | TklW,Tackles | Def 3rd,Tackles | Mid 3rd,Tackles | Att 3rd,Vs Dribbles | Tkl,Vs Dribbles | Att,Vs Dribbles | Tkl%,Vs Dribbles | Past,Blocks | Blocks,Blocks | Sh,Blocks | Pass,Int,Tkl+Int,Clr,Err,Touches | Touches,Touches | Def Pen,Touches | Def 3rd,Touches | Mid 3rd,Touches | Att 3rd,Touches | Att Pen,Touches | Live,Dribbles | Succ,Dribbles | Att,Dribbles | Succ%,Dribbles | Mis,Dribbles | Dis,Receiving | Rec,Receiving | Prog,Playing Time | Mn/MP,Playing Time | Min%,Starts | Mn/Start,Starts | Compl,Subs | Subs,Subs | Mn/Sub,Subs | unSub,Team Success | PPM,Team Success | onG,Team Success | onGA,Team Success | +/-,Team Success | +/-90,Team Success | On-Off,Team Success (xG) | onxG,Team Success (xG) | onxGA,Team Success (xG) | xG+/-,Team Success (xG) | xG+/-90,Team Success (xG) | On-Off,Performance | 2CrdY,Performance | Fls,Performance | Fld,Performance | Off,Crs,TklW,Performance | PKwon,Performance | PKcon,Performance | OG,Performance | Recov,Aerial Duels | Won,Aerial Duels | Lost,Aerial Duels | Won%,Gls,Standard | Sh,Standard | SoT,Standard | SoT%,Standard | Sh/90,Standard | SoT/90,Standard | G/Sh,Standard | G/SoT,Standard | Dist,Standard | FK,Expected | npxG/Sh,Expected | G-xG,Expected | np:G-xG
113,Karl Darlow,ENG,GK,Newcastle Utd,29,1990,25,25,2250,25.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,1.72,126.0,84.0,68.3,7.0,4.0,14.0,4.0,16.0,3.0,1.0,0.0,25.0,25.0,43.0,3.0,1.0,4.0,2.0,37.2,0.27,-3.8,-0.15,175.0,505.0,34.7,504.0,92.0,65.3,44.9,216.0,81.5,55.3,401.0,18.0,4.5,10.0,0.4,9.2,376,728,51.6,14566,12022,24,25,96.0,134,136,98.5,217,558,38.9,0,0.0,0.0,0.0,0,11,0,0,0,728,395,325,109,0,2,0,0,0,0,0,0,376,8,0,3,0.12,2,1,0,0,0,0,1,0.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,17,0,809,697,803,7,0,0,809,0,0,0.0,1,0,227,0,90,65.8,90.0,25,0,0.0,6,1.0,26,43,-17,-0.68,-0.76,23.8,36.9,-13.1,-0.53,-0.39,0,0,4,0,0,0,0,0,0,11,15,0,100.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
135,Martin Dubravka,SVK,GK,Newcastle Utd,31,1989,13,13,1170,13.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.46,62.0,44.0,71.0,5.0,5.0,3.0,3.0,23.1,1.0,0.0,0.0,0.0,13.0,19.0,1.0,0.0,0.0,1.0,16.6,0.25,-1.4,-0.11,70.0,166.0,42.2,316.0,67.0,32.9,32.5,122.0,50.8,40.5,244.0,9.0,3.7,11.0,0.85,12.6,322,438,73.5,8867,5690,75,77,97.4,134,138,97.1,107,216,49.5,0,0.0,0.0,0.0,0,3,0,0,0,438,272,166,44,0,4,0,0,0,0,0,0,322,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,0,469,402,467,2,0,0,469,0,0,0.0,1,0,164,0,90,34.2,90.0,13,0,0.0,11,1.54,20,19,1,0.08,0.76,19.7,21.4,-1.7,-0.13,0.39,0,0,5,0,0,0,0,0,0,18,4,0,100.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
139,Ederson,BRA,GK,Manchester City,26,1993,36,36,3240,36.0,0,1,0,0,0,3,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.3,0.3,0.0,0.01,0.01,0.0,0.01,28.0,0.78,93.0,65.0,77.4,25.0,5.0,6.0,19.0,52.8,7.0,1.0,0.0,12.5,36.0,28.0,7.0,0.0,2.0,1.0,28.6,0.23,1.6,0.05,108.0,266.0,40.6,967.0,161.0,20.6,28.4,153.0,43.8,39.3,309.0,19.0,6.1,44.0,1.22,16.6,939,1122,83.7,22999,15226,180,181,99.4,531,540,98.3,220,390,56.4,1,0.3,0.1,0.7,1,9,2,0,1,1122,897,223,70,0,5,0,0,0,0,0,0,939,2,1,6,0.17,5,1,0,0,0,0,1,0.03,1,0,0,0,0,0,3,1,3,0,0,3,4,75.0,1,0,0,0,0,3,11,4,1179,953,1174,5,0,0,1179,0,0,0.0,2,0,667,0,90,94.7,90.0,36,0,0.0,0,2.22,76,28,48,1.33,-0.17,64.1,27.2,36.9,1.03,0.49,0,1,4,0,0,1,0,0,0,47,6,1,85.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
147,Lukasz Fabianski,POL,GK,West Ham,35,1985,35,35,3150,35.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1.26,138.0,97.0,70.3,17.0,8.0,10.0,10.0,28.6,3.0,1.0,1.0,25.0,35.0,44.0,3.0,0.0,4.0,4.0,40.8,0.27,0.8,0.02,238.0,609.0,39.1,738.0,154.0,54.9,40.4,272.0,75.0,51.9,516.0,26.0,5.0,15.0,0.43,10.8,622,1015,61.3,21886,17885,77,77,100.0,214,217,98.6,328,713,46.0,0,0.0,0.0,0.0,0,14,0,0,0,1015,633,377,105,0,1,0,0,0,0,0,0,622,5,0,3,0.09,0,3,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,1,1,100.0,0,1,0,1,1,2,12,3,1080,936,1078,2,0,0,1080,0,0,0.0,1,0,355,0,90,92.1,90.0,35,0,0.0,0,1.69,57,44,13,0.37,-0.3,49.2,46.7,2.5,0.07,-1.36,0,1,2,0,0,0,0,1,0,28,3,0,100.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
158,Fraser Forster,ENG,GK,Southampton,32,1988,8,8,720,8.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.37,31.0,19.0,71.0,4.0,0.0,4.0,2.0,25.0,2.0,1.0,0.0,33.3,8.0,11.0,2.0,0.0,1.0,0.0,9.8,0.23,-1.2,-0.16,30.0,134.0,22.4,207.0,28.0,44.0,35.3,64.0,67.2,44.2,142.0,6.0,4.2,14.0,1.75,15.6,154,273,56.4,3864,2963,40,40,100.0,52,54,96.3,49,162,30.2,0,0.0,0.0,0.0,0,0,0,0,0,273,170,101,37,0,0,0,0,0,0,0,0,154,2,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,9,0,302,239,296,6,0,0,302,0,0,0.0,0,0,116,0,90,21.1,90.0,8,0,0.0,30,1.5,10,11,-1,-0.12,0.54,9.5,11.8,-2.3,-0.29,0.02,0,1,3,0,0,0,0,1,0,7,2,0,100.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
170,David de Gea,ESP,GK,Manchester Utd,29,1990,26,26,2295,25.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.25,90.0,59.0,68.9,11.0,9.0,5.0,9.0,34.6,4.0,0.0,0.0,0.0,25.5,32.0,4.0,1.0,5.0,2.0,28.1,0.27,-1.9,-0.08,67.0,174.0,38.5,417.0,88.0,28.1,29.7,172.0,33.1,29.1,310.0,2.0,0.6,28.0,1.1,16.8,464,592,78.4,10858,7535,143,144,99.3,203,211,96.2,112,228,49.1,0,0.0,0.0,0.0,0,4,0,0,0,592,382,207,35,0,0,0,0,0,0,0,0,464,3,0,2,0.08,1,1,0,0,0,0,1,0.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,8,3,639,580,638,1,0,0,639,1,1,100.0,0,0,262,0,88,67.1,88.0,25,0,0.0,7,1.73,46,32,14,0.55,-0.65,38.1,27.9,10.3,0.4,-0.26,0,0,3,0,0,0,0,0,0,32,4,1,80.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
186,Vicente Guaita,ESP,GK,Crystal Palace,33,1987,37,37,3330,37.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,1.73,169.0,104.0,63.9,11.0,8.0,18.0,8.0,21.6,3.0,1.0,0.0,25.0,37.0,64.0,3.0,1.0,9.0,0.0,50.2,0.28,-13.8,-0.37,223.0,651.0,34.3,762.0,156.0,50.5,38.5,315.0,84.4,56.0,604.0,19.0,3.1,24.0,0.65,13.3,610,1081,56.4,20832,17003,97,98,99.0,208,215,96.7,300,759,39.5,0,0.0,0.0,0.0,0,12,0,0,0,1081,654,423,108,0,0,0,0,0,0,0,0,610,4,0,2,0.05,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,11,1,1154,988,1152,2,0,0,1154,0,0,0.0,0,0,388,0,90,97.4,90.0,37,0,0.0,1,1.11,38,64,-26,-0.7,-1.7,32.2,56.9,-24.7,-0.67,-1.17,0,0,6,0,0,1,0,0,0,26,9,1,90.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
197,Dean Henderson,ENG,GK,Manchester Utd,23,1997,13,12,1125,12.5,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.96,51.0,39.0,76.5,9.0,2.0,1.0,4.0,33.3,0.0,0.0,0.0,0.0,12.5,12.0,0.0,0.0,4.0,0.0,11.2,0.23,-0.8,-0.06,19.0,92.0,20.7,230.0,66.0,28.3,30.9,94.0,28.7,30.0,169.0,9.0,5.3,19.0,1.52,17.4,240,324,74.1,5189,3417,75,76,98.7,121,125,96.8,40,118,33.9,0,0.0,0.0,0.0,0,2,0,0,0,324,212,112,18,0,0,0,0,0,0,0,0,240,0,1,1,0.08,1,0,0,0,0,0,1,0.08,1,0,0,0,0,0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,3,2,349,302,348,1,0,0,349,0,0,0.0,0,0,120,0,87,32.9,90.0,12,1,45.0,25,2.46,27,12,15,1.2,0.65,22.0,13.6,8.3,0.67,0.26,0,0,0,0,0,1,0,0,0,9,7,0,100.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
225,Sam Johnstone,ENG,GK,West Brom,27,1993,37,37,3330,37.0,0,1,0,0,0,1,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.2,0.2,0.0,0.01,0.01,0.0,0.01,74.0,2.0,234.0,162.0,71.4,4.0,11.0,22.0,6.0,16.2,7.0,1.0,3.0,12.5,37.0,74.0,7.0,2.0,7.0,3.0,67.2,0.26,-3.8,-0.1,293.0,889.0,33.0,994.0,182.0,63.8,45.0,296.0,86.1,56.8,645.0,20.0,3.1,38.0,1.03,14.0,655,1297,50.5,24681,19644,52,53,98.1,217,225,96.4,386,1011,38.2,1,0.2,0.1,0.8,1,22,0,0,0,1297,799,491,195,0,8,0,0,0,0,0,0,655,7,1,5,0.14,3,2,0,0,0,0,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,2,15,2,1415,1105,1387,29,0,0,1415,0,0,0.0,0,0,464,0,90,97.4,90.0,37,0,0.0,0,0.62,32,74,-42,-1.14,-2.14,33.5,66.4,-32.9,-0.89,-1.77,0,1,5,0,0,0,0,1,0,37,5,1,83.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
239,Caoimhin Kelleher,IRL,GK,Liverpool,21,1998,2,2,180,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,7.0,6.0,85.7,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.1,0.3,1.1,0.55,2.0,15.0,13.3,50.0,12.0,22.0,28.5,14.0,28.6,30.4,27.0,1.0,3.7,2.0,1.0,16.3,51,64,79.7,1166,668,9,9,100.0,31,31,100.0,11,24,45.8,0,0.0,0.0,0.0,0,0,0,0,0,64,47,17,3,0,0,0,0,0,0,0,0,51,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,70,56,69,1,0,0,70,0,0,0.0,0,0,34,0,90,5.3,90.0,2,0,0.0,13,1.5,4,1,3,1.5,0.86,2.2,1.7,0.5,0.25,-0.41,0,0,0,0,0,0,0,0,0,3,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
263,Bernd Leno,GER,GK,Arsenal,28,1992,35,35,3131,34.8,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.06,117.0,83.0,69.2,17.0,6.0,11.0,11.0,31.4,1.0,1.0,0.0,50.0,34.8,37.0,1.0,0.0,3.0,4.0,32.3,0.26,-0.7,-0.02,78.0,293.0,26.6,953.0,183.0,17.2,25.4,227.0,56.8,43.0,487.0,18.0,3.7,33.0,0.95,16.1,948,1182,80.2,20559,12481,290,290,100.0,509,515,98.8,145,370,39.2,0,0.0,0.0,0.0,0,3,0,0,1,1182,888,292,65,0,2,0,0,0,0,0,0,948,2,0,1,0.03,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,11,2,1245,1025,1225,19,1,1,1245,0,0,0.0,0,1,633,0,89,91.5,89.0,34,0,0.0,2,1.63,52,37,15,0.43,0.12,46.2,40.3,5.9,0.17,-0.72,0,2,4,0,0,0,0,0,1,39,10,0,100.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
270,Hugo Lloris,FRA,GK,Tottenham,33,1986,38,38,3420,38.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1.18,155.0,113.0,77.4,18.0,8.0,12.0,12.0,31.6,10.0,0.0,0.0,0.0,38.0,45.0,10.0,0.0,3.0,3.0,45.6,0.24,3.6,0.1,159.0,408.0,39.0,814.0,180.0,38.6,32.4,264.0,35.6,28.1,590.0,23.0,3.9,24.0,0.63,13.1,801,1079,74.2,19746,14216,262,265,98.9,300,305,98.4,229,498,46.0,0,0.0,0.0,0.0,0,7,0,0,0,1079,699,379,115,0,1,0,0,0,0,0,0,801,1,0,2,0.05,1,1,0,0,0,0,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,10,1,1148,1034,1146,2,0,0,1148,0,0,0.0,1,1,420,0,90,100.0,90.0,38,0,0.0,0,1.63,68,45,23,0.61,0.0,53.1,49.1,4.0,0.1,0.0,0,0,5,0,0,0,0,0,0,28,5,0,100.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
298,Emiliano Martinez,ARG,GK,Aston Villa,27,1992,38,38,3420,38.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,46.0,1.21,186.0,133.0,78.0,16.0,7.0,15.0,15.0,39.5,5.0,1.0,0.0,16.7,38.0,46.0,5.0,2.0,4.0,1.0,49.2,0.24,4.2,0.11,247.0,639.0,38.7,1058.0,177.0,45.1,37.1,253.0,64.0,47.0,613.0,42.0,6.9,34.0,0.89,14.2,880,1319,66.7,26950,20264,131,133,98.5,424,431,98.4,324,745,43.5,0,0.1,0.0,-0.1,2,26,1,0,0,1319,923,388,135,0,1,0,0,0,0,0,0,880,8,0,5,0.13,5,0,0,0,0,0,1,0.03,1,0,0,0,0,0,3,3,3,0,0,3,4,75.0,1,0,0,0,2,5,10,2,1408,1176,1393,15,0,0,1408,0,0,0.0,1,0,593,0,90,100.0,90.0,38,0,0.0,0,1.45,55,46,9,0.24,0.0,52.5,51.1,1.4,0.04,0.0,0,1,8,0,0,3,0,0,0,28,11,2,84.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
307,Alex McCarthy,ENG,GK,Southampton,30,1989,30,30,2700,30.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,1.9,147.0,91.0,65.3,8.0,7.0,15.0,7.0,23.3,6.0,0.0,0.0,0.0,30.0,57.0,6.0,1.0,2.0,1.0,46.5,0.28,-9.5,-0.32,109.0,435.0,25.1,900.0,131.0,37.1,32.0,171.0,59.1,41.1,365.0,23.0,6.3,31.0,1.03,15.6,700,1080,64.8,16451,11551,216,220,98.2,290,296,98.0,179,538,33.3,0,0.0,0.0,0.0,0,7,2,0,0,1080,801,270,99,0,7,0,0,0,0,0,0,700,9,1,3,0.1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,1,4,25.0,3,0,0,0,0,1,11,1,1150,859,1143,7,0,0,1150,2,2,100.0,1,0,581,1,90,78.9,90.0,30,0,0.0,7,1.03,37,57,-20,-0.67,-0.54,31.7,41.2,-9.5,-0.32,-0.02,0,0,2,0,0,0,0,0,0,37,4,1,80.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
316,Edouard Mendy,SEN,GK,Chelsea,28,1992,31,31,2745,30.5,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.82,81.0,56.0,71.6,17.0,7.0,6.0,16.0,51.6,2.0,1.0,0.0,33.3,30.5,25.0,2.0,1.0,4.0,1.0,21.9,0.24,-2.1,-0.07,71.0,197.0,36.0,846.0,126.0,17.6,25.4,179.0,26.8,25.7,335.0,17.0,5.1,27.0,0.89,15.2,874,1027,85.1,18386,10948,276,280,98.6,420,425,98.8,165,307,53.7,0,0.0,0.0,0.0,0,2,0,0,0,1027,812,213,34,0,2,0,0,0,0,0,0,874,2,0,2,0.07,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,9,3,1070,897,1065,5,0,0,1070,0,0,0.0,0,0,624,0,89,80.3,89.0,30,0,0.0,3,1.87,46,25,21,0.69,0.56,49.5,22.2,27.3,0.89,0.24,0,1,3,0,0,0,0,1,0,44,4,2,66.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
318,Illan Meslier,FRA,GK,Leeds United,20,2000,35,35,3150,35.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,1.49,188.0,137.0,76.6,16.0,5.0,14.0,11.0,31.4,8.0,1.0,0.0,11.1,35.0,52.0,8.0,1.0,11.0,2.0,46.6,0.21,-3.4,-0.1,100.0,305.0,32.8,1099.0,286.0,19.7,27.4,267.0,33.3,29.4,447.0,24.0,5.4,19.0,0.54,11.9,1109,1369,81.0,25470,14386,262,266,98.5,579,590,98.1,264,506,52.2,0,0.0,0.0,0.0,1,2,0,0,0,1369,1016,350,83,0,3,0,0,0,0,0,0,1109,3,0,7,0.2,4,2,0,0,1,0,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,17,8,1468,1292,1468,0,0,0,1468,0,0,0.0,2,1,721,0,90,92.1,90.0,35,0,0.0,2,1.51,57,52,5,0.14,-0.86,51.4,53.9,-2.6,-0.07,-0.19,0,1,9,0,0,0,0,1,1,22,15,1,93.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
349,Will Norris,ENG,GK,Burnley,26,1993,2,2,180,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,4.0,2.0,6.0,2.0,33.3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,0.9,0.15,-3.1,-1.54,20.0,48.0,41.7,39.0,1.0,82.1,54.5,18.0,88.9,62.8,27.0,2.0,7.4,1.0,0.5,10.0,27,57,47.4,1411,1356,0,0,0.0,5,5,100.0,22,52,42.3,0,0.0,0.0,0.0,1,7,1,0,0,57,31,26,8,0,0,0,0,0,0,0,0,27,0,0,2,1.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,57,46,52,5,0,0,57,0,0,0.0,0,0,22,0,90,5.3,90.0,2,0,0.0,15,0.0,0,4,-4,-2.0,-1.5,1.8,3.1,-1.3,-0.64,-0.25,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
356,Robin Olsen,SWE,GK,Everton,30,1990,7,7,630,7.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.29,30.0,21.0,73.3,2.0,3.0,2.0,2.0,28.6,1.0,0.0,0.0,0.0,7.0,9.0,1.0,0.0,0.0,0.0,9.5,0.29,0.5,0.07,36.0,93.0,38.7,148.0,23.0,42.6,35.6,51.0,58.8,42.9,88.0,4.0,4.5,4.0,0.57,12.3,139,200,69.5,4123,3252,25,25,100.0,58,58,100.0,53,113,46.9,0,0.0,0.0,0.0,0,1,0,0,0,200,128,71,20,0,0,0,0,0,0,0,0,139,1,0,2,0.29,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,1,220,192,219,1,0,0,220,0,0,0.0,0,0,92,0,90,18.4,90.0,7,0,0.0,21,1.29,9,9,0,0.0,0.03,9.1,11.2,-2.1,-0.3,-0.23,0,0,1,0,0,0,0,0,0,9,2,0,100.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
364,Rui Patricio,POR,GK,Wolves,32,1988,37,37,3329,37.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,1.38,148.0,99.0,70.3,12.0,9.0,15.0,10.0,27.0,7.0,1.0,0.0,12.5,37.0,51.0,7.0,1.0,8.0,3.0,45.3,0.26,-2.7,-0.07,160.0,383.0,41.8,540.0,146.0,43.9,35.5,268.0,54.5,36.8,558.0,21.0,3.8,12.0,0.32,10.6,559,810,69.0,16021,11884,126,127,99.2,191,195,97.9,229,472,48.5,0,0.0,0.0,0.0,0,1,0,0,0,810,458,350,82,0,0,0,0,0,0,0,0,559,2,0,2,0.05,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,3,3,880,817,880,0,0,0,880,0,0,0.0,1,0,211,0,90,97.3,90.0,36,0,0.0,1,1.22,36,51,-15,-0.41,0.58,35.6,48.7,-13.1,-0.35,-0.43,0,0,1,0,0,0,0,0,0,29,8,1,88.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
365,Bailey Peacock-Farrell,NIR,GK,Burnley,23,1996,4,4,360,4.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.5,24.0,10.0,41.7,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,0.0,0.0,2.0,0.0,7.9,0.33,-6.1,-1.52,43.0,94.0,45.7,83.0,6.0,80.7,49.8,29.0,93.1,64.8,50.0,0.0,0.0,4.0,1.0,22.8,59,114,51.8,2880,2669,4,4,100.0,10,11,90.9,45,96,46.9,0,0.0,0.0,0.0,0,4,0,0,0,114,60,52,23,0,0,0,0,0,0,0,0,59,2,1,2,0.5,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,123,87,120,3,0,0,123,0,0,0.0,0,0,38,0,90,10.5,90.0,4,0,0.0,31,0.0,2,14,-12,-3.0,-2.71,4.6,6.9,-2.3,-0.58,-0.2,0,0,1,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
