,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Blocks,Blocks,Blocks,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0
344,332,Shkodran Mustafi,de GER,DF,Arsenal,27,1992,13.4,17,10,11,5,1,6,12,50.0,6,10,6,4,18,35,72,0,Matches
345,333,Yoshinori Mutō,jp JPN,"MF,FW",Newcastle Utd,27,1992,2.4,3,2,1,2,0,1,2,50.0,1,0,0,0,0,3,0,0,Matches
346,334,Georges-Kévin N'Koudou,fr FRA,MF,Tottenham,24,1995,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
347,335,Marvelous Nakamba,zw ZIM,MF,Aston Villa,25,1994,20.4,55,28,28,20,7,24,67,35.8,43,50,11,39,39,94,38,3,Matches
348,336,Wilfred Ndidi,ng NGA,MF,Leicester City,22,1996,29.7,128,67,56,61,11,45,91,49.5,46,52,6,46,80,208,69,3,Matches
349,337,Tanguy Ndombele,fr FRA,MF,Tottenham,22,1996,11.2,24,16,10,13,1,9,22,40.9,13,20,3,17,14,38,7,0,Matches
350,338,Reiss Nelson,eng ENG,"MF,FW",Arsenal,19,1999,7.0,11,8,5,4,2,7,17,41.2,10,13,2,11,3,14,3,0,Matches
351,339,Pedro Neto,pt POR,"FW,MF",Wolves,19,2000,10.4,9,4,3,6,0,4,15,26.7,11,2,0,2,6,15,4,0,Matches
352,340,Rúben Neves,pt POR,MF,Wolves,22,1997,34.0,62,33,27,32,3,34,86,39.5,52,38,9,29,56,118,34,1,Matches
353,341,Jeremy Ngakia,eng ENG,DF,West Ham,18,2000,4.9,15,7,10,5,0,9,21,42.9,12,6,1,5,7,22,16,0,Matches
354,342,Oumar Niasse,sn SEN,FW,Everton,29,1990,0.2,4,0,0,2,2,0,0,,0,0,0,0,1,5,0,0,Matches
355,343,Eddie Nketiah,eng ENG,FW,Arsenal,20,1999,7.0,7,5,3,4,0,2,6,33.3,4,9,0,9,2,9,5,0,Matches
356,344,Mark Noble,eng ENG,MF,West Ham,32,1987,29.7,52,30,19,28,5,22,64,34.4,42,20,6,14,20,72,10,1,Matches
357,345,Oliver Norwood,nir NIR,MF,Sheffield Utd,28,1991,34.3,66,37,35,24,7,28,97,28.9,69,34,12,22,47,113,40,1,Matches
358,346,Ørjan Nyland,no NOR,GK,Aston Villa,28,1990,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,Matches
359,347,Jack O'Connell,eng ENG,DF,Sheffield Utd,25,1994,32.4,23,14,15,6,2,10,20,50.0,10,38,17,21,42,65,154,1,Matches
360,348,Michael Obafemi,ie IRL,FW,Southampton,19,2000,7.4,7,3,1,3,3,2,14,14.3,12,3,0,3,6,13,0,0,Matches
361,349,Angelo Ogbonna,it ITA,DF,West Ham,31,1988,31.0,38,24,20,14,4,18,32,56.3,14,50,32,18,27,65,134,1,Matches
362,350,Divock Origi,be BEL,FW,Liverpool,24,1995,8.0,12,9,2,5,5,4,9,44.4,5,2,0,2,4,16,5,0,Matches
363,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
364,351,Ben Osborn,eng ENG,"MF,DF",Sheffield Utd,24,1994,6.6,15,10,11,3,1,3,16,18.8,13,6,1,5,6,21,7,0,Matches
365,352,Nicolás Otamendi,ar ARG,DF,Manchester City,31,1988,19.1,28,14,21,6,1,16,33,48.5,17,15,9,6,21,49,76,2,Matches
366,353,Alex Oxlade-Chamberlain,eng ENG,"MF,FW",Liverpool,25,1993,16.5,18,9,4,6,8,5,21,23.8,16,26,1,25,22,40,10,0,Matches
367,354,Mesut Özil,de GER,MF,Arsenal,30,1988,16.0,17,8,9,7,1,4,23,17.4,19,4,0,4,5,22,1,0,Matches
368,355,Emerson Palmieri,it ITA,DF,Chelsea,24,1994,11.4,23,12,8,11,4,10,15,66.7,5,13,1,12,18,41,19,0,Matches
369,356,Sokratis Papastathopoulos,gr GRE,DF,Arsenal,31,1988,18.8,25,16,17,7,1,10,21,47.6,11,30,24,6,17,42,68,1,Matches
370,357,Troy Parrott,ie IRL,FW,Tottenham,17,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
371,358,Rui Patrício,pt POR,GK,Wolves,31,1988,38.0,0,0,0,0,0,0,2,0.0,2,2,0,2,2,2,5,2,Matches
372,359,Pedro,es ESP,"FW,MF",Chelsea,32,1987,7.3,15,7,5,9,1,3,15,20.0,12,9,0,9,9,24,1,0,Matches
373,360,Nicolas Pépé,ci CIV,"MF,FW",Arsenal,24,1995,22.3,32,17,15,13,4,8,16,50.0,8,15,2,13,8,40,5,0,Matches
374,361,Andreas Pereira,br BRA,MF,Manchester Utd,23,1996,16.5,24,13,8,9,7,10,39,25.6,29,13,0,13,7,31,7,0,Matches
375,362,Ricardo Pereira,pt POR,DF,Leicester City,25,1993,28.0,119,68,65,36,18,53,106,50.0,53,38,6,32,49,168,86,0,Matches
376,363,Roberto Pereyra,ar ARG,"MF,FW",Watford,28,1991,18.3,20,8,11,7,2,9,28,32.1,19,21,0,21,14,34,12,1,Matches
377,364,Ayoze Pérez,es ESP,"MF,FW",Leicester City,26,1993,22.3,45,28,14,26,5,8,54,14.8,46,33,1,32,14,59,9,1,Matches
378,365,Jordan Pickford,eng ENG,GK,Everton,25,1994,38.0,0,0,0,0,0,0,4,0.0,4,0,0,0,3,3,12,6,Matches
379,366,Brandon Pierrick,eng ENG,"MF,FW",Crystal Palace,17,2001,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
380,367,Erik Pieters,nl NED,"DF,MF",Burnley,30,1988,20.9,54,32,18,29,7,28,69,40.6,41,30,4,26,28,82,60,1,Matches
381,368,Daniel Podence,pt POR,"FW,MF",Wolves,23,1995,3.2,3,3,2,0,1,0,2,0.0,2,4,1,3,2,5,1,0,Matches
382,369,Paul Pogba,fr FRA,MF,Manchester Utd,26,1993,13.4,20,9,8,8,4,8,16,50.0,8,12,4,8,7,27,10,2,Matches
383,370,Nick Pope,eng ENG,GK,Burnley,27,1992,38.0,1,1,1,0,0,1,2,50.0,1,0,0,0,3,4,15,3,Matches
384,371,Dennis Praet,be BEL,MF,Leicester City,25,1994,12.6,33,18,8,21,4,9,29,31.0,20,19,1,18,17,50,12,0,Matches
385,372,Sebastian Prödl,at AUT,DF,Watford,32,1987,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,Matches
386,373,Davy Pröpper,nl NED,MF,Brighton,27,1991,31.4,64,35,28,28,8,23,74,31.1,51,27,8,19,38,102,36,4,Matches
387,374,Teemu Pukki,fi FIN,FW,Norwich City,29,1990,32.1,12,6,3,5,4,1,23,4.3,22,13,0,13,6,18,7,0,Matches
388,375,Christian Pulisic,us USA,"FW,MF",Chelsea,20,1998,19.1,23,11,13,4,6,7,24,29.2,17,15,0,15,6,29,11,0,Matches
389,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
390,376,Ignacio Pussetto,ar ARG,"MF,DF",Watford,23,1995,0.8,7,4,4,2,1,3,8,37.5,5,2,1,1,3,10,4,0,Matches
391,377,Domingos Quina,pt POR,"MF,FW",Watford,19,1999,0.2,2,0,1,1,0,1,2,50.0,1,3,0,3,0,2,0,0,Matches
392,378,Aaron Ramsdale,eng ENG,GK,Bournemouth,21,1998,37.0,4,3,4,0,0,3,3,100.0,0,0,0,0,0,4,25,1,Matches
393,379,Darren Randolph,ie IRL,GK,West Ham,32,1987,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
394,380,Marcus Rashford,eng ENG,"MF,FW",Manchester Utd,21,1997,29.4,13,9,1,6,6,9,23,39.1,14,23,0,23,10,23,19,0,Matches
395,381,Nathan Redmond,eng ENG,"MF,FW",Southampton,25,1994,30.7,49,29,17,23,9,21,57,36.8,36,39,2,37,16,65,16,0,Matches
396,382,Pepe Reina,es ESP,GK,Aston Villa,36,1982,12.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,9,1,Matches
397,383,Declan Rice,eng ENG,MF,West Ham,20,1999,38.0,116,60,64,48,4,47,98,48.0,51,41,9,32,77,193,55,0,Matches
398,384,Richarlison,br BRA,"FW,MF",Everton,22,1997,34.1,70,47,28,28,14,27,56,48.2,29,34,4,30,12,82,42,0,Matches
399,385,Diego Rico,es ESP,DF,Bournemouth,26,1993,25.9,61,39,32,24,5,29,59,49.2,30,31,7,24,84,145,91,0,Matches
400,386,Jaïro Riedewald,nl NED,"DF,MF",Crystal Palace,22,1996,8.5,14,10,4,10,0,7,11,63.6,4,7,2,5,17,31,23,1,Matches
401,387,Matt Ritchie,sct SCO,"DF,MF",Newcastle Utd,29,1989,14.6,22,15,9,10,3,3,15,20.0,12,20,5,15,14,36,31,1,Matches
402,388,Roberto,es ESP,GK,West Ham,33,1986,7.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,2,Matches
403,389,Patrick Roberts,eng ENG,MF,Norwich City,22,1997,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
404,390,Andrew Robertson,sct SCO,DF,Liverpool,25,1994,34.6,54,31,17,25,12,27,61,44.3,34,29,7,22,38,92,72,1,Matches
405,391,Callum Robinson,ie IRL,"FW,MF",Sheffield Utd,24,1995,7.5,6,3,2,2,2,2,7,28.6,5,3,0,3,7,13,3,0,Matches
406,392,Jack Robinson,eng ENG,DF,Sheffield Utd,25,1993,5.6,10,5,5,5,0,1,6,16.7,5,12,5,7,8,18,24,0,Matches
407,393,Rodri,es ESP,MF,Manchester City,23,1996,27.6,50,30,17,25,8,23,63,36.5,40,19,5,14,26,76,35,0,Matches
408,394,Jay Rodriguez,eng ENG,FW,Burnley,30,1989,22.4,29,19,4,13,12,8,33,24.2,25,33,6,27,5,34,12,0,Matches
409,395,Jack Rodwell,eng ENG,MF,Sheffield Utd,28,1991,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
410,396,Marcos Rojo,ar ARG,DF,Manchester Utd,29,1990,1.4,3,1,2,1,0,1,2,50.0,1,2,1,1,0,3,6,0,Matches
411,397,Oriol Romeu,es ESP,MF,Southampton,27,1991,20.7,55,35,23,30,2,27,75,36.0,48,35,13,22,34,89,32,0,Matches
412,398,Danny Rose,eng ENG,DF,Tottenham,29,1990,9.9,18,11,6,10,2,9,20,45.0,11,14,6,8,8,26,34,2,Matches
413,399,Danny Rose,eng ENG,DF,Newcastle Utd,29,1990,9.6,21,12,11,8,2,12,21,57.1,9,11,4,7,10,31,14,1,Matches
414,400,Antonio Rüdiger,de GER,DF,Chelsea,26,1993,19.0,28,18,19,7,2,16,25,64.0,9,15,9,6,16,44,59,1,Matches
415,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
416,401,Lukas Rupp,de GER,MF,Norwich City,28,1991,7.7,15,9,7,5,3,5,17,29.4,12,11,0,11,15,30,4,0,Matches
417,402,Mathew Ryan,au AUS,GK,Brighton,27,1992,38.0,1,1,1,0,0,1,4,25.0,3,0,0,0,2,3,13,2,Matches
418,403,Allan Saint-Maximin,fr FRA,"MF,FW",Newcastle Utd,22,1997,20.7,13,8,7,4,2,4,18,22.2,14,5,2,3,9,22,6,0,Matches
419,404,Romain Saïss,ma MAR,DF,Wolves,29,1990,30.1,55,38,37,15,3,32,46,69.6,14,31,16,15,55,110,127,3,Matches
420,405,Bukayo Saka,eng ENG,"DF,MF",Arsenal,17,2001,19.5,36,21,21,8,7,19,37,51.4,18,12,3,9,12,48,19,0,Matches
421,406,Mamadou Sakho,fr FRA,DF,Crystal Palace,29,1990,10.3,7,5,5,1,1,2,5,40.0,3,12,5,7,20,27,46,2,Matches
422,407,Mohamed Salah,eg EGY,FW,Liverpool,27,1992,32.0,16,6,1,4,11,5,22,22.7,17,3,1,2,8,24,2,1,Matches
423,408,Mbwana Samatta,tz TAN,FW,Aston Villa,26,1992,10.5,6,4,0,3,3,1,8,12.5,7,7,0,7,1,7,6,0,Matches
424,409,Carlos Sánchez,co COL,MF,West Ham,33,1986,1.3,1,0,0,1,0,1,1,100.0,0,1,0,1,2,3,1,0,Matches
425,410,Davinson Sánchez,co COL,DF,Tottenham,23,1996,27.0,44,27,32,12,0,22,44,50.0,22,40,28,12,34,78,128,5,Matches
426,411,Leroy Sané,de GER,FW,Manchester City,23,1996,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
427,412,Ismaila Sarr,sn SEN,"MF,FW",Watford,21,1998,22.5,11,10,5,2,4,5,23,21.7,18,9,1,8,18,29,10,0,Matches
428,413,Fabian Schär,ch SUI,"DF,MF",Newcastle Utd,27,1991,18.6,39,21,25,14,0,19,40,47.5,21,35,18,17,47,86,74,2,Matches
429,414,Ezequiel Schelotto,it ITA,DF,Brighton,30,1989,4.0,4,3,1,2,1,2,8,25.0,6,3,0,3,7,11,14,0,Matches
430,415,Jeffrey Schlupp,gh GHA,"FW,MF",Crystal Palace,26,1992,11.5,18,9,10,7,1,6,16,37.5,10,11,3,8,13,31,15,0,Matches
431,416,Kasper Schmeichel,dk DEN,GK,Leicester City,32,1986,38.0,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,4,2,Matches
432,417,Morgan Schneiderlin,fr FRA,MF,Everton,29,1989,11.1,31,22,13,16,2,8,24,33.3,16,13,3,10,21,52,20,1,Matches
433,418,Ryan Sessegnon,eng ENG,"DF,FW",Tottenham,19,2000,3.8,6,4,2,4,0,3,6,50.0,3,0,0,0,3,9,12,0,Matches
434,419,Xherdan Shaqiri,ch SUI,"MF,FW",Liverpool,27,1991,2.1,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,Matches
435,420,Billy Sharp,eng ENG,FW,Sheffield Utd,33,1986,11.7,6,5,2,1,3,1,6,16.7,5,2,0,2,1,7,2,0,Matches
436,421,Luke Shaw,eng ENG,DF,Manchester Utd,24,1995,19.3,34,18,19,11,4,19,33,57.6,14,26,6,20,24,58,56,1,Matches
437,422,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,27,1992,23.5,29,19,17,12,0,11,42,26.2,31,14,5,9,23,52,38,0,Matches
438,423,Djibril Sidibé,fr FRA,"DF,MF",Everton,27,1992,20.3,83,44,48,25,10,43,72,59.7,29,19,3,16,40,123,41,0,Matches
439,424,Gylfi Sigurðsson,is ISL,MF,Everton,29,1989,28.4,50,26,15,24,11,19,70,27.1,51,30,4,26,37,87,17,1,Matches
440,425,Bernardo Silva,pt POR,"MF,FW",Manchester City,24,1994,22.6,36,18,8,21,7,13,44,29.5,31,25,1,24,24,60,13,0,Matches
441,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
442,426,David Silva,es ESP,MF,Manchester City,33,1986,20.3,26,14,3,15,8,10,28,35.7,18,18,3,15,13,39,5,0,Matches
443,427,Jack Simpson,eng ENG,DF,Bournemouth,22,1996,2.7,5,2,4,1,0,2,8,25.0,6,1,0,1,2,7,12,1,Matches
444,428,Moussa Sissoko,fr FRA,MF,Tottenham,29,1989,27.2,39,25,25,12,2,20,48,41.7,28,19,4,15,27,66,43,2,Matches
445,429,Oliver Skipp,eng ENG,MF,Tottenham,18,2000,0.9,2,2,0,2,0,1,4,25.0,3,3,2,1,0,2,0,0,Matches
446,430,William Smallbone,ie IRL,MF,Southampton,19,2000,4.4,10,5,2,8,0,5,10,50.0,5,7,1,6,1,11,2,0,Matches
447,431,Adam Smith,eng ENG,DF,Bournemouth,28,1991,22.8,47,32,29,16,2,23,50,46.0,27,27,6,21,25,72,64,1,Matches
448,432,Emile Smith Rowe,eng ENG,MF,Arsenal,19,2000,1.1,1,1,1,0,0,1,3,33.3,2,0,0,0,1,2,2,0,Matches
449,433,Robert Snodgrass,sct SCO,"MF,FW",West Ham,31,1987,16.8,29,16,17,10,2,13,44,29.5,31,12,1,11,4,33,11,0,Matches
450,434,Cédric Soares,pt POR,"MF,DF",Arsenal,27,1991,2.8,8,6,2,6,0,1,3,33.3,2,3,0,3,3,11,4,0,Matches
451,435,Cédric Soares,pt POR,DF,Southampton,27,1991,14.5,45,26,19,24,2,25,41,61.0,16,18,4,14,19,64,51,0,Matches
452,436,Dominic Solanke,eng ENG,FW,Bournemouth,21,1997,18.3,8,4,2,5,1,5,33,15.2,28,9,1,8,8,16,18,1,Matches
453,437,Tomáš Souček,cz CZE,MF,West Ham,24,1995,11.6,29,15,13,15,1,10,23,43.5,13,7,1,6,22,51,35,0,Matches
454,438,Çağlar Söyüncü,tr TUR,DF,Leicester City,23,1996,33.7,60,40,41,18,1,27,46,58.7,19,35,19,16,43,103,156,1,Matches
455,439,Dennis Srbeny,de GER,"MF,FW",Norwich City,25,1994,0.5,5,5,3,2,0,1,3,33.3,2,1,0,1,0,5,1,0,Matches
456,440,Jack Stacey,eng ENG,DF,Bournemouth,23,1996,17.2,21,11,9,11,1,8,22,36.4,14,27,11,16,18,39,64,1,Matches
457,441,Junior Stanislas,eng ENG,"MF,FW",Bournemouth,29,1989,7.9,10,7,2,3,5,3,8,37.5,5,6,0,6,4,14,6,0,Matches
458,442,Jed Steer,eng ENG,GK,Aston Villa,26,1992,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
459,443,Dale Stephens,eng ENG,MF,Brighton,30,1989,28.1,73,44,30,37,6,25,75,33.3,50,31,11,20,58,131,42,2,Matches
460,444,Jack Stephens,eng ENG,DF,Southampton,25,1994,27.2,44,27,30,13,1,24,46,52.2,22,38,22,16,31,75,120,2,Matches
461,445,Raheem Sterling,eng ENG,"FW,MF",Manchester City,24,1994,29.5,27,15,8,10,9,6,28,21.4,22,16,2,14,15,42,4,0,Matches
462,446,Enda Stevens,ie IRL,DF,Sheffield Utd,29,1990,37.2,81,46,48,26,7,42,96,43.8,54,27,8,19,35,116,71,3,Matches
463,447,Marco Stiepermann,de GER,MF,Norwich City,28,1991,13.1,20,8,8,9,3,5,21,23.8,16,11,3,8,5,25,16,0,Matches
464,448,John Stones,eng ENG,DF,Manchester City,25,1994,12.5,16,10,8,7,1,3,5,60.0,2,5,3,2,9,25,32,2,Matches
465,449,Isaac Success,ng NGA,"FW,MF",Watford,23,1996,0.8,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
466,450,Ki Sung-yueng,kr KOR,MF,Newcastle Utd,30,1989,1.5,1,1,0,1,0,1,3,33.3,2,1,0,1,3,4,2,0,Matches
467,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
468,451,Andrew Surman,eng ENG,MF,Bournemouth,32,1986,2.6,4,2,2,2,0,1,3,33.3,2,1,0,1,1,5,5,1,Matches
469,452,Sam Surridge,eng ENG,"FW,MF",Bournemouth,21,1998,0.3,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,Matches
470,453,Japhet Tanganga,eng ENG,DF,Tottenham,20,1999,5.8,17,9,10,6,1,10,17,58.8,7,7,6,1,11,28,31,2,Matches
471,454,Matt Targett,eng ENG,"DF,MF",Aston Villa,23,1995,25.5,52,29,37,11,4,22,53,41.5,31,28,8,20,56,108,82,0,Matches
472,455,James Tarkowski,eng ENG,DF,Burnley,26,1992,38.0,66,43,47,19,0,31,54,57.4,23,63,47,16,63,129,204,4,Matches
473,456,Charlie Taylor,eng ENG,DF,Burnley,25,1993,21.6,39,24,26,9,4,19,39,48.7,20,29,9,20,29,68,78,1,Matches
474,457,Neil Taylor,wls WAL,DF,Aston Villa,30,1989,12.1,16,11,12,4,0,11,20,55.0,9,15,5,10,20,36,43,0,Matches
475,458,Nathan Tella,eng ENG,FW,Southampton,20,1999,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
476,459,Alexander Tettey,no NOR,"MF,DF",Norwich City,33,1986,26.0,23,18,7,16,0,11,39,28.2,28,20,9,11,43,66,72,1,Matches
477,460,Jordan Thomas,eng ENG,MF,Norwich City,18,2001,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
478,461,Luke Thomas,eng ENG,"MF,DF",Leicester City,18,2001,3.0,1,0,0,1,0,0,3,0.0,3,2,0,2,3,4,7,0,Matches
479,462,Max Thompson,eng ENG,FW,Burnley,17,2002,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
480,463,Youri Tielemans,be BEL,MF,Leicester City,22,1997,31.4,52,29,17,30,5,24,74,32.4,50,43,4,39,22,74,18,0,Matches
481,464,Kieran Tierney,sct SCO,"DF,MF",Arsenal,22,1997,11.0,20,16,13,6,1,11,15,73.3,4,10,4,6,9,29,37,1,Matches
482,465,James Tomkins,eng ENG,DF,Crystal Palace,30,1989,17.6,29,17,21,8,0,18,25,72.0,7,17,15,2,21,50,103,0,Matches
483,466,Fikayo Tomori,eng ENG,DF,Chelsea,21,1997,14.3,29,16,21,8,0,10,15,66.7,5,13,7,6,22,51,48,2,Matches
484,467,Lucas Torreira,uy URU,MF,Arsenal,23,1996,16.8,31,16,11,15,5,16,39,41.0,23,24,8,16,34,65,24,0,Matches
485,468,Cenk Tosun,tr TUR,FW,Crystal Palace,28,1991,2.0,2,2,2,0,0,0,2,0.0,2,0,0,0,0,2,1,0,Matches
486,469,Cenk Tosun,tr TUR,FW,Everton,28,1991,3.2,2,0,0,0,2,0,1,0.0,1,1,0,1,0,2,1,0,Matches
487,470,Andros Townsend,eng ENG,"FW,MF",Crystal Palace,28,1991,14.4,34,21,12,17,5,15,37,40.5,22,18,0,18,15,49,10,1,Matches
488,471,Adama Traoré,es ESP,"FW,DF",Wolves,23,1996,28.9,33,21,6,14,13,8,23,34.8,15,19,3,16,13,46,14,2,Matches
489,472,Mark Travers,ie IRL,GK,Bournemouth,20,1999,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,Matches
490,473,Trézéguet,eg EGY,"FW,MF",Aston Villa,24,1994,21.7,38,16,18,15,5,9,44,20.5,35,23,2,21,25,63,18,0,Matches
491,474,Leandro Trossard,be BEL,"MF,FW",Brighton,24,1994,22.3,22,17,7,12,3,6,38,15.8,32,16,1,15,9,31,8,0,Matches
492,475,Tom Trybull,de GER,MF,Norwich City,26,1993,12.6,39,25,15,18,6,16,60,26.7,44,20,5,15,16,55,35,0,Matches
493,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
494,476,Axel Tuanzebe,eng ENG,DF,Manchester Utd,21,1997,2.1,2,2,0,2,0,1,2,50.0,1,1,0,1,5,7,5,1,Matches
495,477,Yan Valery,tn TUN,DF,Southampton,20,1999,8.7,20,7,9,7,4,11,19,57.9,8,9,1,8,13,33,32,2,Matches
496,478,Jesús Vallejo,es ESP,DF,Wolves,22,1997,1.8,1,1,1,0,0,1,2,50.0,1,4,3,1,2,3,8,1,Matches
497,479,Virgil van Dijk,nl NED,DF,Liverpool,28,1991,38.0,23,12,18,5,0,6,13,46.2,7,20,15,5,40,63,166,2,Matches
498,480,Jamie Vardy,eng ENG,FW,Leicester City,32,1987,33.7,15,12,0,9,6,2,4,50.0,2,22,4,18,2,17,22,0,Matches
499,481,Indiana Vassilev,us USA,"FW,MF",Aston Villa,18,2001,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
500,482,Jan Vertonghen,be BEL,DF,Tottenham,32,1987,18.3,40,24,25,14,1,20,31,64.5,11,18,10,8,33,73,68,0,Matches
501,483,Jannik Vestergaard,dk DEN,DF,Southampton,26,1992,16.6,19,12,14,5,0,11,28,39.3,17,15,9,6,26,45,99,2,Matches
502,484,Rúben Vinagre,pt POR,"MF,DF",Wolves,20,1999,7.2,23,13,15,6,2,12,15,80.0,3,7,2,5,11,34,22,0,Matches
503,485,Jake Vokins,eng ENG,DF,Southampton,19,2000,1.0,2,2,0,0,2,1,1,100.0,0,0,0,0,0,2,1,0,Matches
504,486,Mario Vrančić,ba BIH,MF,Norwich City,30,1989,7.1,27,16,14,11,2,16,27,59.3,11,9,0,9,10,37,4,2,Matches
505,487,Matěj Vydra,cz CZE,FW,Burnley,27,1992,9.1,4,3,0,3,1,3,6,50.0,3,7,3,4,1,5,6,0,Matches
506,488,Theo Walcott,eng ENG,MF,Everton,30,1989,14.3,13,8,6,5,2,3,15,20.0,12,13,0,13,8,21,1,0,Matches
507,489,Kyle Walker,eng ENG,DF,Manchester City,29,1990,26.6,28,18,12,15,1,12,29,41.4,17,15,6,9,28,56,42,1,Matches
508,490,Kyle Walker-Peters,eng ENG,DF,Southampton,22,1997,7.8,13,8,5,6,2,6,16,37.5,10,10,3,7,14,27,21,1,Matches
509,491,Kyle Walker-Peters,eng ENG,DF,Tottenham,22,1997,2.7,8,5,8,0,0,5,9,55.6,4,4,2,2,3,11,5,1,Matches
510,492,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,21,1997,34.1,129,80,71,50,8,64,86,74.4,22,46,13,33,66,195,83,0,Matches
511,493,Victor Wanyama,ke KEN,MF,Tottenham,28,1991,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
512,494,Joel Ward,eng ENG,DF,Crystal Palace,29,1989,26.5,69,42,48,16,5,39,56,69.6,17,13,6,7,48,117,93,1,Matches
513,495,James Ward-Prowse,eng ENG,"MF,DF",Southampton,24,1994,38.0,92,48,39,39,14,39,94,41.5,55,48,14,34,60,152,75,1,Matches
514,496,Kelland Watts,eng ENG,DF,Newcastle Utd,19,1999,0.2,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
515,497,Adam Webster,eng ENG,DF,Brighton,24,1995,29.6,30,17,21,8,1,14,32,43.8,18,43,26,17,45,75,110,2,Matches
516,498,Danny Welbeck,eng ENG,"MF,FW",Watford,28,1990,9.1,14,6,6,5,3,3,11,27.3,8,12,1,11,5,19,7,0,Matches
517,499,Ashley Westwood,eng ENG,MF,Burnley,29,1990,35.0,54,33,15,32,7,17,48,35.4,31,23,11,12,32,86,32,3,Matches
518,500,Connor Wickham,eng ENG,"FW,MF",Crystal Palace,26,1993,1.1,1,1,1,0,0,0,0,,0,1,0,1,1,2,0,0,Matches
519,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
520,501,Georginio Wijnaldum,nl NED,MF,Liverpool,28,1990,32.6,38,20,12,21,5,10,40,25.0,30,18,4,14,17,55,34,3,Matches
521,502,Jetro Willems,nl NED,DF,Newcastle Utd,25,1994,16.6,37,19,29,6,2,18,39,46.2,21,20,5,15,17,54,42,1,Matches
