,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 32_level_0
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
217,210,Phil Jagielka,eng ENG,DF,Sheffield Utd,36,1982,6,2,244,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
218,211,Alireza Jahanbakhsh,ir IRN,"MF,FW",Brighton,25,1993,10,3,311,3.5,2,0,2,0,0,0,0,0.58,0.00,0.58,0.58,0.58,0.6,0.6,0.6,1.2,0.17,0.18,0.35,0.17,0.35,Matches
219,212,Daniel James,wls WAL,"MF,FW",Manchester Utd,21,1997,33,26,2287,25.4,3,6,3,0,0,4,0,0.12,0.24,0.35,0.12,0.35,3.1,3.1,3.9,7.0,0.12,0.15,0.28,0.12,0.28,Matches
220,213,Matty James,eng ENG,MF,Leicester City,28,1991,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
221,214,Reece James,eng ENG,DF,Chelsea,19,1999,24,16,1515,16.8,0,2,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.8,0.8,2.7,3.5,0.04,0.16,0.21,0.04,0.21,Matches
222,215,Daryl Janmaat,nl NED,DF,Watford,30,1989,8,7,607,6.7,0,1,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,0.3,0.3,0.5,0.8,0.04,0.07,0.11,0.04,0.11,Matches
223,216,Gabriel Jesus,br BRA,FW,Manchester City,22,1997,34,21,2030,22.6,14,7,14,0,1,3,0,0.62,0.31,0.93,0.62,0.93,18.2,17.4,3.2,20.6,0.81,0.14,0.95,0.77,0.91,Matches
224,217,Raúl Jiménez,mx MEX,FW,Wolves,28,1991,38,37,3236,36.0,17,6,13,4,4,3,0,0.47,0.17,0.64,0.36,0.53,16.6,13.4,7.0,20.4,0.46,0.19,0.65,0.37,0.57,Matches
225,218,João Pedro,br BRA,MF,Watford,17,2001,3,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.18,0.00,0.18,0.18,0.18,Matches
226,219,Joelinton,br BRA,"FW,MF",Newcastle Utd,22,1996,38,32,2683,29.8,2,2,2,0,0,7,0,0.07,0.07,0.13,0.07,0.13,5.5,5.5,2.9,8.3,0.18,0.10,0.28,0.18,0.28,Matches
227,220,Ben Johnson,eng ENG,DF,West Ham,19,2000,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02,Matches
228,221,Curtis Jones,eng ENG,MF,Liverpool,18,2001,6,1,126,1.4,1,0,1,0,0,0,0,0.71,0.00,0.71,0.71,0.71,0.4,0.4,0.0,0.4,0.32,0.00,0.32,0.32,0.32,Matches
229,222,Phil Jones,eng ENG,DF,Manchester Utd,27,1992,2,2,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.09,0.00,0.09,0.09,0.09,Matches
230,223,Bruno Jordão,pt POR,FW,Wolves,20,1998,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.82,0.82,0.00,0.82,Matches
231,224,Jorginho,it ITA,MF,Chelsea,27,1991,31,27,2379,26.4,4,2,1,3,3,10,0,0.15,0.08,0.23,0.04,0.11,3.2,0.9,2.8,3.7,0.12,0.11,0.23,0.03,0.14,Matches
232,225,Jota,es ESP,"MF,FW",Aston Villa,28,1991,10,4,335,3.7,0,1,0,0,0,0,0,0.00,0.27,0.27,0.00,0.27,0.3,0.3,0.6,0.9,0.08,0.15,0.23,0.08,0.23,Matches
233,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
234,226,Diogo Jota,pt POR,FW,Wolves,22,1996,34,27,2284,25.4,7,1,7,0,0,4,0,0.28,0.04,0.32,0.28,0.32,11.5,11.5,2.7,14.2,0.45,0.11,0.56,0.45,0.56,Matches
235,227,James Justin,eng ENG,"DF,MF",Leicester City,21,1998,13,11,1012,11.2,0,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,0.3,0.3,1.0,1.3,0.03,0.09,0.11,0.03,0.11,Matches
236,228,Christian Kabasele,be BEL,DF,Watford,28,1991,27,26,2250,25.0,0,2,0,0,0,3,2,0.00,0.08,0.08,0.00,0.08,0.9,0.9,0.9,1.8,0.04,0.03,0.07,0.04,0.07,Matches
237,229,Harry Kane,eng ENG,FW,Tottenham,26,1993,29,29,2587,28.7,18,2,16,2,2,4,0,0.63,0.07,0.70,0.56,0.63,12.5,10.9,3.3,14.2,0.43,0.11,0.55,0.38,0.49,Matches
238,230,N'Golo Kanté,fr FRA,MF,Chelsea,28,1991,22,20,1732,19.2,3,0,3,0,0,4,0,0.16,0.00,0.16,0.16,0.16,1.4,1.4,1.5,2.9,0.07,0.08,0.15,0.07,0.15,Matches
239,231,Moise Kean,it ITA,FW,Everton,19,2000,29,6,852,9.5,2,2,2,0,0,1,0,0.21,0.21,0.42,0.21,0.42,4.0,4.0,2.0,6.0,0.42,0.21,0.63,0.42,0.63,Matches
240,232,Michael Keane,eng ENG,DF,Everton,26,1993,31,28,2559,28.4,2,0,2,0,0,3,0,0.07,0.00,0.07,0.07,0.07,1.9,1.9,0.7,2.5,0.07,0.02,0.09,0.07,0.09,Matches
241,233,Naby Keïta,gn GUI,MF,Liverpool,24,1995,18,9,815,9.1,2,3,2,0,0,1,0,0.22,0.33,0.55,0.22,0.55,1.6,1.6,2.7,4.4,0.18,0.30,0.48,0.18,0.48,Matches
242,234,Lloyd Kelly,eng ENG,DF,Bournemouth,20,1998,8,7,639,7.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.04,0.05,0.00,0.05,Matches
243,235,Martin Kelly,eng ENG,DF,Crystal Palace,29,1990,19,17,1549,17.2,0,1,0,0,0,0,0,0.00,0.06,0.06,0.00,0.06,0.1,0.1,0.8,0.9,0.00,0.05,0.05,0.00,0.05,Matches
244,236,Max Kilman,eng ENG,DF,Wolves,22,1997,3,2,185,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
245,237,Joshua King,no NOR,"FW,MF",Bournemouth,27,1992,26,24,2011,22.3,6,4,3,3,3,0,0,0.27,0.18,0.45,0.13,0.31,6.5,4.1,4.1,8.2,0.29,0.18,0.47,0.18,0.37,Matches
246,238,Timm Klose,ch SUI,DF,Norwich City,31,1988,7,7,585,6.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.03,0.00,0.03,0.03,0.03,Matches
247,239,Jonathan Kodjia,ci CIV,FW,Aston Villa,29,1989,6,0,117,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.09,0.05,0.14,0.09,0.14,Matches
248,240,Sead Kolašinac,ba BIH,DF,Arsenal,26,1993,26,19,1701,18.9,0,2,0,0,0,4,0,0.00,0.11,0.11,0.00,0.11,0.4,0.4,1.3,1.7,0.02,0.07,0.09,0.02,0.09,Matches
249,241,Ezri Konsa,eng ENG,DF,Aston Villa,21,1997,25,24,2039,22.7,1,2,1,0,0,3,0,0.04,0.09,0.13,0.04,0.13,1.5,1.5,1.0,2.4,0.06,0.04,0.11,0.06,0.11,Matches
250,242,Cheikhou Kouyaté,sn SEN,"MF,DF",Crystal Palace,29,1989,35,29,2528,28.1,1,1,1,0,0,4,0,0.04,0.04,0.07,0.04,0.07,2.7,2.7,0.9,3.6,0.10,0.03,0.13,0.10,0.13,Matches
251,243,Mateo Kovačić,hr CRO,MF,Chelsea,25,1994,31,23,2073,23.0,1,3,1,0,0,8,0,0.04,0.13,0.17,0.04,0.17,0.9,0.9,1.8,2.7,0.04,0.08,0.12,0.04,0.12,Matches
252,244,Emil Krafth,se SWE,DF,Newcastle Utd,24,1994,17,11,1020,11.3,0,1,0,0,0,0,0,0.00,0.09,0.09,0.00,0.09,0.3,0.3,0.6,1.0,0.03,0.06,0.08,0.03,0.08,Matches
253,245,Tim Krul,nl NED,GK,Norwich City,31,1988,36,36,3240,36.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
254,246,Alexandre Lacazette,fr FRA,FW,Arsenal,28,1991,30,22,1874,20.8,10,4,10,0,0,8,0,0.48,0.19,0.67,0.48,0.67,8.1,8.1,2.9,11.1,0.39,0.14,0.53,0.39,0.53,Matches
255,247,Adam Lallana,eng ENG,MF,Liverpool,31,1988,15,3,382,4.2,1,1,1,0,0,1,0,0.24,0.24,0.47,0.24,0.47,0.8,0.8,0.6,1.3,0.18,0.14,0.31,0.18,0.31,Matches
256,248,Érik Lamela,ar ARG,"MF,FW",Tottenham,27,1992,25,12,1215,13.5,2,1,2,0,0,3,0,0.15,0.07,0.22,0.15,0.22,2.9,2.9,1.1,4.0,0.22,0.08,0.30,0.22,0.30,Matches
257,249,Tariq Lamptey,gh GHA,DF,Chelsea,18,2000,1,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.18,0.18,0.00,0.18,Matches
258,250,Tariq Lamptey,gh GHA,DF,Brighton,18,2000,8,7,588,6.5,0,1,0,0,0,2,0,0.00,0.15,0.15,0.00,0.15,0.1,0.1,1.0,1.1,0.01,0.15,0.16,0.01,0.16,Matches
259,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
260,251,Henri Lansbury,eng ENG,MF,Aston Villa,28,1990,10,2,195,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.04,0.03,0.07,0.04,0.07,Matches
261,252,Manuel Lanzini,ar ARG,"MF,FW",West Ham,26,1993,24,14,1379,15.3,0,2,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13,2.2,2.2,2.2,4.4,0.14,0.15,0.29,0.14,0.29,Matches
262,253,Aymeric Laporte,es ESP,DF,Manchester City,25,1994,15,14,1097,12.2,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,0.5,0.5,0.1,0.7,0.04,0.01,0.05,0.04,0.05,Matches
263,254,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,25,1993,24,24,2076,23.1,1,0,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,0.5,0.5,0.2,0.7,0.02,0.01,0.03,0.02,0.03,Matches
264,255,Valentino Lazaro,at AUT,"DF,MF",Newcastle Utd,23,1996,13,4,480,5.3,1,0,1,0,0,0,1,0.19,0.00,0.19,0.19,0.19,0.4,0.4,0.2,0.6,0.07,0.04,0.11,0.07,0.11,Matches
265,256,Moritz Leitner,de GER,MF,Norwich City,26,1992,9,7,685,7.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.6,0.04,0.04,0.08,0.04,0.08,Matches
266,257,Florian Lejeune,fr FRA,DF,Newcastle Utd,28,1991,6,4,442,4.9,2,0,2,0,0,0,0,0.41,0.00,0.41,0.41,0.41,1.2,1.2,0.0,1.2,0.24,0.01,0.25,0.24,0.25,Matches
267,258,Aaron Lennon,eng ENG,MF,Burnley,32,1987,16,4,496,5.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.01,0.03,0.03,0.01,0.03,Matches
268,259,Bernd Leno,de GER,GK,Arsenal,27,1992,30,30,2649,29.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
269,260,Jefferson Lerma,co COL,MF,Bournemouth,24,1994,33,31,2703,30.0,1,2,1,0,0,13,1,0.03,0.07,0.10,0.03,0.10,1.2,1.2,1.4,2.6,0.04,0.05,0.09,0.04,0.09,Matches
270,261,Jamal Lewis,nir NIR,DF,Norwich City,21,1998,28,25,2304,25.6,1,0,1,0,0,4,0,0.04,0.00,0.04,0.04,0.04,0.4,0.4,1.0,1.4,0.01,0.04,0.05,0.01,0.05,Matches
271,262,Victor Lindelöf,se SWE,DF,Manchester Utd,25,1994,35,35,3092,34.4,1,0,1,0,0,6,0,0.03,0.00,0.03,0.03,0.03,0.3,0.3,0.3,0.7,0.01,0.01,0.02,0.01,0.02,Matches
272,263,Jesse Lingard,eng ENG,MF,Manchester Utd,26,1992,22,9,935,10.4,1,0,1,0,0,3,0,0.10,0.00,0.10,0.10,0.10,1.9,1.9,1.0,2.9,0.18,0.09,0.28,0.18,0.28,Matches
273,264,Hugo Lloris,fr FRA,GK,Tottenham,32,1986,21,21,1807,20.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
274,265,Giovani Lo Celso,ar ARG,MF,Tottenham,23,1996,28,15,1492,16.6,0,2,0,0,0,6,0,0.00,0.12,0.12,0.00,0.12,1.3,1.3,1.6,2.9,0.08,0.10,0.18,0.08,0.18,Matches
275,266,Jürgen Locadia,nl NED,"FW,MF",Brighton,25,1993,2,1,86,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.27,0.00,0.27,0.27,0.27,Matches
276,267,Ruben Loftus-Cheek,eng ENG,"MF,FW",Chelsea,23,1996,7,2,208,2.3,0,1,0,0,0,0,0,0.00,0.43,0.43,0.00,0.43,0.5,0.5,0.4,0.9,0.21,0.18,0.39,0.21,0.39,Matches
277,268,Kevin Long,ie IRL,DF,Burnley,28,1990,8,6,564,6.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.03,0.00,0.03,0.03,0.03,Matches
278,269,Shane Long,ie IRL,FW,Southampton,32,1987,26,15,1395,15.5,2,2,2,0,0,0,0,0.13,0.13,0.26,0.13,0.26,4.8,4.8,2.4,7.2,0.31,0.15,0.46,0.31,0.46,Matches
279,270,Matthew Longstaff,eng ENG,MF,Newcastle Utd,19,2000,9,6,575,6.4,2,0,2,0,0,1,0,0.31,0.00,0.31,0.31,0.31,0.3,0.3,0.4,0.7,0.04,0.06,0.10,0.04,0.10,Matches
280,271,Sean Longstaff,eng ENG,MF,Newcastle Utd,21,1997,23,14,1378,15.3,1,1,1,0,0,2,1,0.07,0.07,0.13,0.07,0.13,1.4,1.4,1.2,2.5,0.09,0.08,0.17,0.09,0.17,Matches
281,272,Dejan Lovren,hr CRO,DF,Liverpool,30,1989,10,9,777,8.6,0,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.4,0.4,0.3,0.7,0.05,0.04,0.08,0.05,0.08,Matches
282,273,Matthew Lowton,eng ENG,DF,Burnley,30,1989,17,17,1530,17.0,0,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,0.0,0.0,1.2,1.2,0.00,0.07,0.07,0.00,0.07,Matches
283,274,David Luiz,br BRA,DF,Arsenal,32,1987,33,32,2809,31.2,2,1,2,0,0,5,2,0.06,0.03,0.10,0.06,0.10,1.6,1.6,0.9,2.5,0.05,0.03,0.08,0.05,0.08,Matches
284,275,Douglas Luiz,br BRA,MF,Aston Villa,21,1998,36,28,2612,29.0,3,2,3,0,0,8,0,0.10,0.07,0.17,0.10,0.17,2.6,2.6,1.7,4.2,0.09,0.06,0.15,0.09,0.15,Matches
285,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
286,276,John Lundstram,eng ENG,MF,Sheffield Utd,25,1994,34,26,2458,27.3,5,3,5,0,0,5,0,0.18,0.11,0.29,0.18,0.29,5.3,5.3,3.4,8.7,0.19,0.12,0.32,0.19,0.32,Matches
287,277,Alexis Mac Allister,ar ARG,"MF,FW",Brighton,20,1998,9,4,352,3.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.3,0.7,0.12,0.07,0.19,0.12,0.19,Matches
288,278,James Maddison,eng ENG,MF,Leicester City,22,1996,31,29,2624,29.2,6,3,6,0,0,4,0,0.21,0.10,0.31,0.21,0.31,5.3,5.3,6.4,11.8,0.18,0.22,0.40,0.18,0.40,Matches
289,279,Harry Maguire,eng ENG,DF,Manchester Utd,26,1993,38,38,3420,38.0,1,1,1,0,0,6,0,0.03,0.03,0.05,0.03,0.05,2.1,2.1,1.4,3.4,0.06,0.04,0.09,0.05,0.09,Matches
290,280,Riyad Mahrez,dz ALG,"FW,MF",Manchester City,28,1991,33,21,1944,21.6,11,9,10,1,1,0,0,0.51,0.42,0.93,0.46,0.88,7.8,7.0,10.0,17.0,0.36,0.46,0.83,0.33,0.79,Matches
291,281,Ainsley Maitland-Niles,eng ENG,DF,Arsenal,21,1997,20,15,1386,15.4,0,2,0,0,0,6,1,0.00,0.13,0.13,0.00,0.13,0.4,0.4,1.5,2.0,0.03,0.10,0.13,0.03,0.13,Matches
292,282,Sadio Mané,sn SEN,"FW,MF",Liverpool,27,1992,35,31,2747,30.5,18,7,18,0,0,3,0,0.59,0.23,0.82,0.59,0.82,13.2,13.2,6.6,19.8,0.43,0.22,0.65,0.43,0.65,Matches
293,283,Javier Manquillo,es ESP,DF,Newcastle Utd,25,1994,21,18,1599,17.8,0,1,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,0.0,0.0,0.2,0.3,0.00,0.01,0.02,0.00,0.02,Matches
294,284,Solly March,eng ENG,"MF,DF",Brighton,25,1994,19,11,1143,12.7,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,1.4,1.4,0.9,2.3,0.11,0.07,0.18,0.11,0.18,Matches
295,285,Pablo Marí,es ESP,DF,Arsenal,25,1993,2,2,113,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
296,286,Adrian Mariappa,jm JAM,DF,Watford,32,1986,20,15,1513,16.8,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.5,0.01,0.01,0.03,0.01,0.03,Matches
297,287,Anthony Martial,fr FRA,FW,Manchester Utd,23,1995,32,31,2624,29.2,17,6,17,0,1,1,0,0.58,0.21,0.79,0.58,0.79,12.1,11.3,4.4,15.7,0.41,0.15,0.56,0.39,0.54,Matches
298,288,David Martin,eng ENG,GK,West Ham,33,1986,5,4,436,4.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
299,289,Josh Martin,eng ENG,"MF,FW",Norwich City,17,2001,5,0,37,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.19,0.00,0.19,0.19,0.19,Matches
300,290,Martinelli,br BRA,MF,Arsenal,18,2001,14,6,663,7.4,3,0,3,0,0,1,0,0.41,0.00,0.41,0.41,0.41,2.2,2.2,0.1,2.3,0.29,0.01,0.31,0.29,0.31,Matches
301,291,Emiliano Martínez,ar ARG,GK,Arsenal,26,1992,9,8,771,8.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
302,292,Adam Masina,ma MAR,DF,Watford,25,1994,26,20,1821,20.2,1,0,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,0.9,0.9,0.6,1.5,0.05,0.03,0.07,0.05,0.07,Matches
303,293,Arthur Masuaku,cd COD,DF,West Ham,25,1993,17,10,937,10.4,0,1,0,0,0,6,1,0.00,0.10,0.10,0.00,0.10,0.1,0.1,1.2,1.3,0.01,0.11,0.13,0.01,0.13,Matches
304,294,Juan Mata,es ESP,MF,Manchester Utd,31,1988,19,8,758,8.4,0,2,0,0,0,1,0,0.00,0.24,0.24,0.00,0.24,1.1,1.1,2.1,3.2,0.13,0.25,0.38,0.13,0.38,Matches
305,295,Nemanja Matić,rs SRB,MF,Manchester Utd,30,1988,21,18,1581,17.6,0,2,0,0,0,3,0,0.00,0.11,0.11,0.00,0.11,0.2,0.2,0.7,1.0,0.01,0.04,0.05,0.01,0.05,Matches
306,296,Joël Matip,cm CMR,DF,Liverpool,27,1991,9,8,703,7.8,1,0,1,0,0,0,0,0.13,0.00,0.13,0.13,0.13,0.3,0.3,0.0,0.4,0.04,0.00,0.05,0.04,0.05,Matches
307,297,Neal Maupay,fr FRA,FW,Brighton,22,1996,37,30,2766,30.7,10,3,9,1,2,3,0,0.33,0.10,0.42,0.29,0.39,13.4,11.8,2.1,13.9,0.44,0.07,0.50,0.38,0.45,Matches
308,298,James McArthur,sct SCO,MF,Crystal Palace,31,1987,37,37,3090,34.3,0,3,0,0,0,6,0,0.00,0.09,0.09,0.00,0.09,2.0,2.0,2.4,4.4,0.06,0.07,0.13,0.06,0.13,Matches
309,299,Oliver McBurnie,sct SCO,FW,Sheffield Utd,23,1996,36,24,2113,23.5,6,0,6,0,0,4,0,0.26,0.00,0.26,0.26,0.26,7.7,7.7,1.1,8.8,0.33,0.05,0.38,0.33,0.38,Matches
310,300,Alex McCarthy,eng ENG,GK,Southampton,29,1989,28,28,2520,28.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
311,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
312,301,James McCarthy,ie IRL,MF,Crystal Palace,28,1990,33,16,1680,18.7,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,1.3,1.8,0.03,0.07,0.10,0.03,0.10,Matches
313,302,John McGinn,sct SCO,MF,Aston Villa,24,1994,28,27,2312,25.7,3,3,3,0,0,3,0,0.12,0.12,0.23,0.12,0.23,3.9,3.9,2.5,6.4,0.15,0.10,0.25,0.15,0.25,Matches
314,303,David McGoldrick,ie IRL,FW,Sheffield Utd,31,1987,28,22,1815,20.2,2,2,2,0,0,2,0,0.10,0.10,0.20,0.10,0.20,8.0,8.0,2.3,10.3,0.40,0.12,0.51,0.40,0.51,Matches
315,304,Michael McGovern,nir NIR,GK,Norwich City,35,1984,2,1,159,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
316,305,Kenny McLean,sct SCO,MF,Norwich City,27,1992,37,32,2968,33.0,1,1,1,0,0,5,0,0.03,0.03,0.06,0.03,0.06,1.4,1.4,2.6,4.0,0.04,0.08,0.12,0.04,0.12,Matches
317,306,Dwight McNeil,eng ENG,MF,Burnley,19,1999,38,38,3338,37.1,2,6,2,0,0,5,0,0.05,0.16,0.22,0.05,0.22,2.3,2.3,7.7,10.0,0.06,0.21,0.27,0.06,0.27,Matches
318,307,Scott McTominay,sct SCO,MF,Manchester Utd,22,1996,27,20,1772,19.7,4,1,4,0,0,2,0,0.20,0.05,0.25,0.20,0.25,2.2,2.2,1.0,3.2,0.11,0.05,0.16,0.11,0.16,Matches
319,308,Ben Mee,eng ENG,DF,Burnley,29,1989,32,32,2880,32.0,1,1,1,0,0,7,0,0.03,0.03,0.06,0.03,0.06,1.7,1.7,1.6,3.2,0.05,0.05,0.10,0.05,0.10,Matches
320,309,Benjamin Mendy,fr FRA,DF,Manchester City,25,1994,19,18,1492,16.6,0,2,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12,0.4,0.4,1.4,1.8,0.02,0.09,0.11,0.02,0.11,Matches
321,310,Nampalys Mendy,sn SEN,MF,Leicester City,27,1992,7,4,291,3.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.03,0.04,0.01,0.04,Matches
322,311,Chris Mepham,wls WAL,DF,Bournemouth,21,1997,12,10,912,10.1,1,0,1,0,0,1,0,0.10,0.00,0.10,0.10,0.10,0.9,0.9,0.1,1.0,0.09,0.01,0.10,0.09,0.10,Matches
323,312,Max Meyer,de GER,"MF,FW",Crystal Palace,23,1995,17,6,655,7.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.7,0.07,0.03,0.10,0.07,0.10,Matches
324,313,Luka Milivojević,rs SRB,MF,Crystal Palace,28,1991,31,28,2513,27.9,3,1,1,2,2,12,0,0.11,0.04,0.14,0.04,0.07,2.7,1.2,2.1,3.3,0.10,0.08,0.17,0.04,0.12,Matches
325,314,James Milner,eng ENG,"MF,DF",Liverpool,33,1986,22,9,937,10.4,2,2,0,2,2,4,0,0.19,0.19,0.38,0.00,0.19,2.2,0.6,0.7,1.3,0.21,0.07,0.28,0.06,0.13,Matches
326,315,Yerry Mina,co COL,DF,Everton,24,1994,29,25,2284,25.4,2,1,2,0,0,3,0,0.08,0.04,0.12,0.08,0.12,3.4,3.4,1.4,4.8,0.13,0.05,0.19,0.13,0.19,Matches
327,316,Takumi Minamino,jp JPN,"FW,MF",Liverpool,24,1995,10,2,249,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.0,0.9,0.30,0.01,0.31,0.30,0.31,Matches
328,317,Tyrone Mings,eng ENG,DF,Aston Villa,26,1993,33,33,2902,32.2,2,2,2,0,0,7,0,0.06,0.06,0.12,0.06,0.12,0.8,0.8,0.7,1.5,0.02,0.02,0.05,0.02,0.05,Matches
329,318,Tyrick Mitchell,eng ENG,DF,Crystal Palace,19,1999,4,2,195,2.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.08,0.08,0.00,0.08,Matches
330,319,Henrikh Mkhitaryan,am ARM,"MF,FW",Arsenal,30,1989,3,1,112,1.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.6,0.26,0.21,0.47,0.26,0.47,Matches
