,Date,Time,Round,Day,Team,Venue,Result,GF,GA,Opponent,xG,xGA,Attendance,Captain,Formation,Referee,Standard | Gls,Standard | Sh,Standard | SoT,Standard | SoT%,Standard | G/Sh,Standard | G/SoT,Standard | Dist,Standard | FK,Standard | PK,Standard | PKatt,Expected | xG,Expected | npxG,Expected | npxG/Sh,Expected | G-xG,Expected | np:G-xG,Performance | SoTA,Performance | GA,Performance | Saves,Performance | Save%,Performance | CS,Performance | PSxG,Performance | PSxG+/-,Penalty Kicks | PKatt,Penalty Kicks | PKA,Penalty Kicks | PKsv,Penalty Kicks | PKm,Launched | Cmp,Launched | Att,Launched | Cmp%,Passes | Att,Passes | Thr,Passes | Launch%,Passes | AvgLen,Goal Kicks | Att,Goal Kicks | Launch%,Goal Kicks | AvgLen,Crosses | Opp,Crosses | Stp,Crosses | Stp%,Sweeper | #OPA,Sweeper | AvgDist,Total | Cmp,Total | Att,Total | Cmp%,Total | TotDist,Total | PrgDist,Short | Cmp,Short | Att,Short | Cmp%,Medium | Cmp,Medium | Att,Medium | Cmp%,Long | Cmp,Long | Att,Long | Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,Prog,Att,Pass Types | Live,Pass Types | Dead,Pass Types | FK,Pass Types | TB,Pass Types | Sw,Pass Types | Crs,Pass Types | TI,Pass Types | CK,Corner Kicks | In,Corner Kicks | Out,Corner Kicks | Str,Outcomes | Cmp,Outcomes | Off,Outcomes | Blocks,SCA Types | SCA,SCA Types | PassLive,SCA Types | PassDead,SCA Types | Drib,SCA Types | Sh,SCA Types | Fld,SCA Types | Def,GCA Types | GCA,GCA Types | PassLive,GCA Types | PassDead,GCA Types | Drib,GCA Types | Sh,GCA Types | Fld,GCA Types | Def,Tackles | Tkl,Tackles | TklW,Tackles | Def 3rd,Tackles | Mid 3rd,Tackles | Att 3rd,Vs Dribbles | Tkl,Vs Dribbles | Att,Vs Dribbles | Tkl%,Vs Dribbles | Past,Blocks | Blocks,Blocks | Sh,Blocks | Pass,Int,Tkl+Int,Clr,Err,Touches | Touches,Touches | Def Pen,Touches | Def 3rd,Touches | Mid 3rd,Touches | Att 3rd,Touches | Att Pen,Touches | Live,Dribbles | Succ,Dribbles | Att,Dribbles | Succ%,Dribbles | Mis,Dribbles | Dis,Receiving | Rec,Receiving | Prog,Performance | CrdY,Performance | CrdR,Performance | 2CrdY,Performance | Fls,Performance | Fld,Performance | Off,Performance | Crs,Performance | Int,Performance | TklW,Performance | PKwon,Performance | PKcon,Performance | OG,Performance | Recov,Aerial Duels | Won,Aerial Duels | Lost,Aerial Duels | Won%,Poss
27,2022-03-06,16:30:00,28,Sun,Manchester City,Home,W,4,1,Manchester Utd,3.1,0.5,53165,Kevin De Bruyne,4-3-3,Michael Oliver,4,24,10,41.7,0.17,0.4,15.2,1,0,0,3.1,3.1,0.14,0.9,0.9,2,1,1,50.0,0,1.5,0.5,0,0,0,0,6,7,85.7,45,2,15.6,25.1,2,0.0,18.5,7,0,0.0,0,6.0,721,788,91.5,12245,3455,328,343,95.6,327,347,94.2,55,71,77.5,3,2.3,1.4,16,43,15,2,42,788,746,42,14,4,4,18,14,9,2,3,0,721,0,8,41,26,4,4,4,2,1,6,3,1,1,1,0,0,13,8,6,5,2,9,18,50.0,9,8,2,6,11,24,9,0,880,79,257,405,226,45,880,16,28,57.1,9,4,711,41,0,0,0,10,14,0,18,11,8,0,0,0,46,4,8,33.3,69
28,2022-03-14,20:00:00,29,Mon,Manchester City,Away,D,0,0,Crystal Palace,2.9,0.8,25309,Kevin De Bruyne,4-3-3,Martin Atkinson,0,19,4,21.1,0.0,0.0,17.2,0,0,0,2.9,2.9,0.16,-2.9,-2.9,1,0,1,100.0,1,0.0,0.0,0,0,0,0,1,4,25.0,22,1,18.2,26.1,7,0.0,17.4,3,0,0.0,3,22.0,697,815,85.5,12195,3410,337,369,91.3,295,330,89.4,56,85,65.9,0,2.1,1.5,14,69,16,2,53,815,763,49,8,3,6,19,27,6,4,1,0,697,3,12,36,29,2,0,3,1,1,0,0,0,0,0,0,0,13,9,4,4,5,3,17,17.6,14,9,1,8,9,22,8,2,912,49,193,413,310,46,912,15,24,62.5,18,7,688,52,1,0,0,11,6,3,19,9,9,0,0,0,58,22,8,73.3,73
29,2022-04-02,15:00:00,31,Sat,Manchester City,Away,W,2,0,Burnley,2.0,0.1,21249,Ilkay Gundogan,4-3-3,Craig Pawson,2,18,6,33.3,0.11,0.33,16.5,0,0,0,2.0,2.0,0.11,0.0,0.0,1,0,1,100.0,1,0.1,0.1,0,0,0,0,2,8,25.0,41,3,19.5,27.4,2,0.0,13.0,5,2,40.0,0,5.5,718,821,87.5,13553,3809,279,296,94.3,365,393,92.9,72,104,69.2,2,1.7,1.2,15,56,12,1,45,821,774,47,16,1,8,20,20,8,4,0,0,718,0,17,34,28,3,0,2,1,0,4,4,0,0,0,0,0,7,4,2,5,0,1,4,25.0,3,8,0,8,4,11,7,0,868,57,244,428,205,33,868,3,7,42.9,4,7,711,44,0,0,0,6,11,0,20,4,4,0,0,0,47,13,18,41.9,76
30,2022-04-10,16:30:00,32,Sun,Manchester City,Home,D,2,2,Liverpool,1.6,1.2,53197,Kevin De Bruyne,4-2-3-1,Anthony Taylor,2,11,4,36.4,0.18,0.5,17.8,1,0,0,1.6,1.6,0.15,0.4,0.4,4,2,2,50.0,0,2.1,0.1,0,0,0,0,2,6,33.3,46,5,13.0,23.2,2,0.0,16.0,3,0,0.0,1,17.0,511,613,83.4,9130,2992,246,267,92.1,201,227,88.5,57,91,62.6,2,1.4,0.9,8,39,12,2,34,613,568,40,11,2,4,17,20,4,4,0,0,511,5,5,20,14,1,3,0,2,0,4,2,1,0,0,1,0,17,6,10,5,2,5,9,55.6,4,5,0,5,8,25,12,0,702,84,285,284,139,31,702,10,24,41.7,11,4,503,32,1,0,0,9,10,5,17,8,6,0,0,0,66,9,9,50.0,55
31,2022-04-20,20:00:00,30,Wed,Manchester City,Home,W,3,0,Brighton,1.6,0.2,52226,Ilkay Gundogan,4-3-3,Mike Dean,3,17,5,29.4,0.18,0.6,20.0,0,0,0,1.6,1.6,0.09,1.4,1.4,1,0,1,100.0,1,0.0,0.0,0,0,0,0,7,10,70.0,35,7,25.7,29.0,3,33.3,25.7,9,0,0.0,1,23.0,610,706,86.4,11252,3551,249,282,88.3,299,329,90.9,55,78,70.5,2,1.0,1.0,13,62,12,1,43,706,669,36,9,0,4,15,16,7,3,0,0,610,1,12,31,23,3,2,1,0,2,4,2,1,0,0,0,1,16,11,8,6,2,10,17,58.8,7,6,0,6,11,27,16,0,806,57,217,363,234,30,806,4,14,28.6,15,10,600,42,0,0,0,12,7,1,15,11,11,0,0,0,58,14,11,56.0,65
32,2022-04-23,15:00:00,34,Sat,Manchester City,Home,W,5,1,Watford,3.9,0.4,53013,Fernandinho,4-2-3-1,Kevin Friend,5,20,7,35.0,0.2,0.57,14.6,0,1,1,3.9,3.1,0.16,1.1,0.9,2,1,1,50.0,0,0.4,-0.6,0,0,0,0,1,3,33.3,21,5,14.3,23.8,3,0.0,15.3,5,0,0.0,2,37.0,641,738,86.9,10572,2783,311,334,93.1,272,300,90.7,46,75,61.3,4,2.8,2.3,16,59,15,2,47,738,701,37,8,3,8,19,13,11,4,4,1,641,0,7,38,26,2,1,4,1,4,10,7,0,0,0,1,2,25,16,9,11,5,14,26,53.8,12,6,1,5,7,32,14,0,840,37,127,466,251,46,839,8,13,61.5,15,6,633,47,1,0,0,9,7,0,19,7,16,1,0,0,54,6,4,60.0,73
33,2022-04-30,17:30:00,35,Sat,Manchester City,Away,W,4,0,Leeds United,2.5,1.3,35771,Ilkay Gundogan,4-2-3-1,Paul Tierney,4,19,6,31.6,0.21,0.67,16.2,0,0,0,2.5,2.5,0.13,1.5,1.5,1,0,1,100.0,1,0.4,0.4,0,0,0,0,1,4,25.0,28,4,14.3,25.6,3,0.0,23.0,10,1,10.0,5,23.9,572,660,86.7,9428,2969,282,301,93.7,213,239,89.1,56,78,71.8,3,2.3,1.4,16,36,12,0,38,660,613,46,16,4,4,18,20,6,6,0,0,572,1,11,33,21,4,5,1,2,0,8,5,2,0,0,1,0,9,4,2,5,2,3,8,37.5,5,14,5,9,9,18,21,0,777,62,222,372,192,43,777,23,41,56.1,14,11,563,36,2,0,0,3,13,1,18,9,4,0,0,0,67,12,9,57.1,58
34,2022-05-08,16:30:00,36,Sun,Manchester City,Home,W,5,0,Newcastle Utd,3.3,0.8,53336,Ilkay Gundogan,4-2-3-1,Stuart Attwell,5,21,9,42.9,0.24,0.56,16.0,1,0,0,3.3,3.3,0.17,1.7,1.7,3,0,3,100.0,1,1.1,1.1,0,0,0,0,3,6,50.0,16,2,25.0,30.4,5,40.0,38.0,10,1,10.0,0,11.0,663,746,88.9,11140,3023,338,357,94.7,263,286,92.0,53,82,64.6,4,2.9,1.7,18,48,18,1,55,746,705,40,14,3,3,19,12,8,3,2,1,663,1,5,37,28,3,2,3,1,0,8,5,1,0,2,0,0,8,5,3,5,0,5,11,45.5,6,3,0,3,5,13,12,0,836,45,151,456,238,53,836,9,16,56.3,8,12,659,54,1,0,0,6,11,1,19,5,5,0,0,0,50,21,12,63.6,71
35,2022-05-11,20:15:00,33,Wed,Manchester City,Away,W,5,1,Wolves,2.8,0.5,32000,Fernandinho,4-2-3-1,Martin Atkinson,5,15,5,33.3,0.33,1.0,14.7,0,0,0,2.8,2.8,0.2,2.2,2.2,3,1,2,66.7,0,0.6,-0.4,0,0,0,0,3,3,100.0,24,5,8.3,27.4,2,50.0,28.0,13,0,0.0,2,22.0,739,819,90.2,12517,3773,373,402,92.8,293,316,92.7,65,81,80.2,2,1.6,1.1,11,38,10,0,38,819,794,22,4,5,3,12,12,2,0,1,0,739,3,5,25,22,1,0,1,0,1,8,6,1,0,1,0,0,22,10,12,9,1,10,20,50.0,10,4,1,3,8,30,10,0,904,48,233,497,179,28,904,5,9,55.6,4,12,735,38,1,0,0,11,2,3,12,8,10,0,0,0,58,11,4,73.3,66
36,2022-05-15,14:00:00,37,Sun,Manchester City,Away,D,2,2,West Ham,2.9,1.8,59972,Fernandinho,4-3-3,Anthony Taylor,1,30,7,23.3,0.03,0.14,18.6,2,0,1,2.9,2.1,0.07,-1.9,-1.1,2,2,0,0.0,0,0.7,-1.3,0,0,0,0,0,0,0.0,11,1,0.0,21.8,5,0.0,13.0,10,0,0.0,1,16.3,658,752,87.5,10864,2708,350,370,94.6,258,292,88.4,44,73,60.3,1,1.5,2.0,21,65,18,3,52,752,713,39,7,3,7,39,15,9,5,0,0,658,0,7,55,41,0,4,6,3,1,2,2,0,0,0,0,0,10,7,5,3,2,5,11,45.5,6,2,1,1,5,15,13,2,842,29,113,374,359,54,841,11,16,68.8,10,6,653,52,1,0,0,5,9,0,39,5,7,1,0,0,54,19,18,51.4,78
37,2022-05-22,16:00:00,38,Sun,Manchester City,Home,W,3,2,Aston Villa,3.7,0.3,53395,Fernandinho,4-3-3,Michael Oliver,3,24,5,20.8,0.13,0.6,14.2,1,0,0,3.7,3.7,0.16,-0.7,-0.7,2,2,0,0.0,0,0.7,-1.3,0,0,0,0,5,5,100.0,21,3,23.8,31.7,3,0.0,22.3,3,0,0.0,0,3.0,568,670,84.8,10243,3050,240,262,91.6,231,265,87.2,66,95,69.5,3,3.7,2.9,22,51,20,4,48,670,608,61,12,6,11,35,30,13,7,4,0,568,1,7,45,30,5,4,0,3,3,5,4,0,1,0,0,0,11,5,5,4,2,4,6,66.7,2,4,1,3,5,16,9,0,758,30,113,346,302,53,758,15,20,75.0,17,12,562,47,0,0,0,5,11,1,35,5,5,0,0,0,56,23,18,56.1,71
0,2021-08-14,17:30:00,1,Sat,Liverpool,Away,W,3,0,Norwich City,1.7,1.4,27023,James Milner,4-3-3,Andre Marriner,3,19,6,31.6,0.16,0.5,17.3,1,0,0,1.7,1.7,0.09,1.3,1.3,3,0,3,100.0,1,1.1,1.1,0,0,0,0,5,9,55.6,23,4,21.7,27.5,8,50.0,40.9,16,1,6.3,1,13.2,459,560,82.0,8091,2818,202,216,93.5,205,244,84.0,42,71,59.2,2,1.4,1.7,13,29,12,4,37,560,516,44,5,10,3,25,19,11,1,8,0,459,0,8,32,22,3,1,4,1,1,5,4,0,0,1,0,0,16,8,3,8,5,8,18,44.4,10,12,2,10,5,21,17,2,665,54,156,334,181,37,665,7,20,35.0,15,6,454,36,1,0,0,14,3,0,25,5,8,0,0,0,52,14,8,63.6,50
1,2021-08-21,12:30:00,2,Sat,Liverpool,Home,W,2,0,Burnley,2.8,1.0,52591,Jordan Henderson,4-3-3,Mike Dean,2,27,8,29.6,0.07,0.25,16.1,0,0,0,2.8,2.8,0.11,-0.8,-0.8,3,0,3,100.0,1,0.6,0.6,0,0,0,0,1,9,11.1,43,6,16.3,25.4,6,33.3,35.2,15,1,6.7,7,20.8,471,585,80.5,7505,2782,240,268,89.6,180,206,87.4,34,75,45.3,2,2.7,1.9,23,32,12,4,41,585,527,55,19,2,4,28,21,8,0,8,0,471,3,9,46,32,5,1,5,2,1,4,4,0,0,0,0,0,14,8,9,4,1,5,14,35.7,9,7,1,6,5,19,24,0,700,66,207,312,185,48,700,4,12,33.3,12,10,463,37,0,0,0,6,12,3,28,5,8,0,0,0,49,24,24,50.0,65
2,2021-08-28,17:30:00,3,Sat,Liverpool,Home,D,1,1,Chelsea,2.4,0.7,54000,Jordan Henderson,4-3-3,Anthony Taylor,1,23,6,26.1,0.0,0.0,16.2,0,1,1,2.4,2.1,0.1,-1.4,-2.1,3,1,2,66.7,0,0.4,-0.6,0,0,0,0,0,2,0.0,23,7,8.7,22.7,1,0.0,8.0,8,0,0.0,3,20.5,631,758,83.2,10268,3126,308,341,90.3,263,294,89.5,44,82,53.7,0,1.3,1.3,16,58,16,5,50,758,722,36,5,5,2,40,16,12,1,9,0,631,0,10,38,28,5,0,4,1,0,1,0,0,0,1,0,0,16,9,2,13,1,3,7,42.9,4,15,2,13,11,27,8,0,867,45,128,408,334,39,866,4,12,33.3,17,18,620,47,0,0,0,13,3,0,40,11,9,0,0,0,70,20,13,60.6,65
3,2021-09-12,16:30:00,4,Sun,Liverpool,Away,W,3,0,Leeds United,4.4,1.1,36507,Virgil van Dijk,4-3-3,Craig Pawson,3,30,8,26.7,0.1,0.38,16.1,1,0,0,4.4,4.4,0.16,-1.4,-1.4,4,0,4,100.0,1,0.5,0.5,0,0,0,0,3,5,60.0,35,5,11.4,24.5,5,20.0,23.0,17,1,5.9,0,11.8,478,575,83.1,8826,3368,183,213,85.9,246,271,90.8,45,71,63.4,2,4.0,2.3,26,43,9,1,39,575,523,48,10,8,2,21,21,11,0,11,0,478,4,12,56,43,4,1,7,1,0,5,4,0,0,1,0,0,8,5,5,3,0,4,11,36.4,7,8,1,7,8,16,16,0,675,58,197,299,189,44,675,9,18,50.0,19,7,472,39,1,0,0,8,9,4,21,8,5,0,0,0,59,8,7,53.3,56
4,2021-09-18,15:00:00,5,Sat,Liverpool,Home,W,3,0,Crystal Palace,3.3,1.0,52000,Jordan Henderson,4-3-3,Andy Madley,3,25,10,40.0,0.12,0.3,16.4,1,0,0,3.3,3.3,0.14,-0.3,-0.3,2,0,2,100.0,1,0.1,0.1,0,0,0,0,4,8,50.0,20,4,30.0,31.0,7,28.6,28.6,14,2,14.3,4,12.5,443,549,80.7,7417,2822,211,237,89.0,169,197,85.8,43,70,61.4,1,1.6,0.9,14,39,17,5,38,549,498,50,14,1,4,36,18,10,1,7,0,443,1,14,37,20,5,3,8,1,0,4,0,2,0,2,0,0,21,11,6,10,5,10,17,58.8,7,12,6,6,10,31,26,1,678,75,189,290,202,36,678,12,21,57.1,14,15,439,38,3,0,0,17,9,1,36,10,11,0,0,0,52,21,7,75.0,59
5,2021-09-25,17:30:00,6,Sat,Liverpool,Away,D,3,3,Brentford,2.6,2.2,16876,Jordan Henderson,4-3-3,Stuart Attwell,3,16,5,31.3,0.19,0.6,17.0,1,0,0,2.6,2.6,0.17,0.4,0.4,3,3,0,0.0,0,2.1,-0.9,0,0,0,0,5,8,62.5,23,6,26.1,29.9,7,28.6,33.4,12,0,0.0,4,20.5,493,611,80.7,8683,2808,212,235,90.2,204,234,87.2,51,96,53.1,3,2.0,1.8,12,44,18,6,30,611,560,47,11,8,5,26,14,11,5,4,0,493,4,6,28,21,2,0,3,1,1,6,6,0,0,0,0,0,11,7,5,4,2,3,11,27.3,8,9,3,6,9,20,17,0,700,43,140,359,209,33,700,5,15,33.3,14,4,489,30,1,0,0,7,8,4,26,9,7,0,0,0,47,22,24,47.8,67
6,2021-10-03,16:30:00,7,Sun,Liverpool,Home,D,2,2,Manchester City,0.8,1.7,53102,Jordan Henderson,4-3-3,Paul Tierney,2,6,3,50.0,0.33,0.67,15.0,1,0,0,0.8,0.8,0.13,1.2,1.2,3,2,1,33.3,0,1.3,-0.7,0,0,0,0,7,12,58.3,49,4,16.3,24.7,10,40.0,38.0,10,1,10.0,0,9.8,457,554,82.5,8612,2742,162,175,92.6,242,272,89.0,44,79,55.7,2,0.7,0.4,5,33,8,1,26,554,492,60,16,2,3,19,28,3,0,2,0,457,2,9,11,4,2,3,0,1,1,4,1,0,3,0,0,0,17,12,5,10,2,5,19,26.3,14,11,5,6,17,34,15,0,648,96,252,276,124,15,648,10,14,71.4,20,7,448,26,3,0,0,10,12,2,19,17,12,0,0,0,49,9,9,50.0,49
7,2021-10-16,12:30:00,8,Sat,Liverpool,Away,W,5,0,Watford,3.6,0.5,21085,Jordan Henderson,4-3-3,Jonathan Moss,5,19,8,42.1,0.26,0.63,16.0,0,0,0,3.6,3.6,0.19,1.4,1.4,2,0,2,100.0,1,0.3,0.3,0,0,0,0,1,3,33.3,36,3,8.3,20.2,5,0.0,15.0,6,0,0.0,2,19.8,737,862,85.5,12906,4038,307,334,91.9,340,388,87.6,73,96,76.0,4,3.0,1.7,14,57,10,1,55,862,811,49,12,5,4,19,22,9,1,7,0,737,2,17,34,30,1,3,0,0,0,8,5,0,3,0,0,0,18,8,10,3,5,11,20,55.0,9,9,1,8,4,22,8,0,946,54,226,529,199,34,946,10,15,66.7,16,9,734,55,0,0,0,10,4,2,19,4,8,0,0,0,61,10,19,34.5,75
8,2021-10-24,16:30:00,9,Sun,Liverpool,Away,W,5,0,Manchester Utd,3.2,1.7,73088,Jordan Henderson,4-3-3,Anthony Taylor,5,19,8,42.1,0.26,0.63,16.6,0,0,0,3.2,3.2,0.17,1.8,1.8,3,0,3,100.0,1,0.9,0.9,0,0,0,0,3,8,37.5,26,4,23.1,32.9,7,28.6,33.1,16,0,0.0,3,23.6,666,754,88.3,11238,3696,329,354,92.9,272,298,91.3,57,84,67.9,5,3.0,2.0,17,67,7,1,39,754,716,38,17,4,3,9,10,3,1,1,0,666,0,3,32,24,2,0,3,2,1,9,8,0,0,1,0,0,11,7,2,6,3,3,15,20.0,12,12,3,9,11,22,23,0,845,47,157,522,174,25,845,2,4,50.0,12,3,664,39,0,0,0,8,10,0,9,11,7,0,0,0,54,9,13,40.9,62
9,2021-10-30,15:00:00,10,Sat,Liverpool,Home,D,2,2,Brighton,1.5,1.1,52598,Jordan Henderson,4-3-3,Mike Dean,2,14,3,21.4,0.14,0.67,20.8,0,0,0,1.5,1.5,0.11,0.5,0.5,6,2,4,66.7,0,1.5,-0.5,0,0,0,0,2,6,33.3,35,12,17.1,25.8,3,0.0,17.0,8,0,0.0,3,17.3,585,694,84.3,10499,3586,257,280,91.8,262,297,88.2,61,94,64.9,2,1.3,0.9,10,38,11,1,37,694,652,41,10,3,5,20,20,5,1,3,0,585,1,8,23,16,2,1,1,2,1,4,4,0,0,0,0,0,10,5,5,2,3,2,13,15.4,11,9,0,9,16,26,19,0,793,58,228,382,188,29,793,10,14,71.4,12,16,580,36,2,0,0,8,5,1,20,16,5,0,0,0,58,11,11,50.0,58
10,2021-11-07,16:30:00,11,Sun,Liverpool,Away,L,2,3,West Ham,1.5,0.9,59909,Jordan Henderson,4-3-3,Craig Pawson,2,16,5,31.3,0.13,0.4,16.7,1,0,0,1.5,1.5,0.09,0.5,0.5,3,3,1,0.0,0,1.1,-0.9,0,0,0,0,1,2,50.0,25,4,4.0,22.2,3,33.3,31.7,12,1,8.3,2,25.7,616,730,84.4,10076,3517,297,329,90.3,252,285,88.4,45,76,59.2,2,1.3,1.5,13,65,17,2,48,730,689,41,13,5,1,24,19,2,0,2,0,616,0,9,30,23,4,0,0,3,0,4,3,1,0,0,0,0,6,4,2,4,0,3,12,25.0,9,11,2,9,12,18,15,0,823,43,160,407,265,42,823,10,15,66.7,20,3,613,48,1,0,0,6,9,0,24,12,4,0,0,1,64,19,17,52.8,69
11,2021-11-20,17:30:00,12,Sat,Liverpool,Home,W,4,0,Arsenal,3.8,0.6,53092,Virgil van Dijk,4-3-3,Michael Oliver,4,19,9,47.4,0.21,0.44,13.4,0,0,0,3.8,3.8,0.2,0.2,0.2,3,0,3,100.0,1,0.4,0.4,0,0,0,0,2,5,40.0,70,2,5.7,20.6,3,33.3,39.7,6,0,0.0,2,26.7,587,677,86.7,10307,3392,234,253,92.5,286,312,91.7,48,81,59.3,3,2.8,2.1,13,31,6,1,35,677,628,47,20,0,2,17,17,6,2,4,0,587,2,4,31,21,3,2,2,2,1,7,4,1,1,0,1,0,14,8,1,8,5,6,15,40.0,9,5,2,3,4,18,9,0,773,85,262,364,155,40,773,9,24,37.5,14,3,583,34,2,0,0,15,11,2,17,4,8,0,0,0,55,10,10,50.0,62
12,2021-11-27,15:00:00,13,Sat,Liverpool,Home,W,4,0,Southampton,3.1,1.0,53040,Jordan Henderson,4-3-3,Andre Marriner,4,20,6,30.0,0.2,0.67,15.5,0,0,0,3.1,3.1,0.16,0.9,0.9,3,0,3,100.0,1,1.4,1.4,0,0,0,0,2,5,40.0,44,11,11.4,24.9,3,0.0,15.3,13,0,0.0,3,17.4,530,665,79.7,9070,3864,245,288,85.1,219,259,84.6,49,81,60.5,3,2.9,1.4,16,36,12,3,40,665,616,47,15,2,6,16,23,5,1,3,0,530,2,11,37,31,2,2,2,0,0,8,5,1,0,2,0,0,13,10,4,9,0,11,18,61.1,7,7,3,4,6,19,22,0,771,78,243,357,179,40,771,8,16,50.0,20,8,524,40,0,0,0,7,14,2,16,6,10,0,0,0,68,14,20,41.2,64
13,2021-12-01,20:15:00,14,Wed,Liverpool,Away,W,4,1,Everton,2.7,1.3,39641,Jordan Henderson,4-3-3,Paul Tierney,4,16,7,43.8,0.25,0.57,16.5,1,0,0,2.7,2.7,0.17,1.3,1.3,2,1,1,50.0,0,0.1,-0.9,0,0,0,0,1,3,33.3,36,5,8.3,23.1,6,0.0,21.8,10,1,10.0,1,14.3,510,640,79.7,9012,3603,225,260,86.5,217,257,84.4,54,86,62.8,3,2.3,1.5,12,42,10,1,45,640,596,43,10,2,4,21,14,11,3,7,0,510,1,9,28,20,2,3,2,1,0,6,5,0,1,0,0,0,15,11,5,7,3,8,16,50.0,8,13,4,9,9,24,13,0,741,70,242,336,166,28,741,8,15,53.3,17,2,508,44,3,0,0,16,4,1,21,9,11,0,0,0,73,22,15,59.5,67
14,2021-12-04,15:00:00,15,Sat,Liverpool,Away,W,1,0,Wolves,2.6,0.1,30729,Jordan Henderson,4-3-3,Chris Kavanagh,1,17,4,23.5,0.06,0.25,13.6,0,0,0,2.6,2.6,0.17,-1.6,-1.6,1,0,1,100.0,1,0.3,0.3,0,0,0,0,0,2,0.0,21,7,9.5,23.0,2,0.0,15.5,6,0,0.0,4,26.2,579,700,82.7,9911,3474,274,308,89.0,253,295,85.8,41,64,64.1,1,1.0,1.5,11,65,21,5,68,700,654,45,11,2,5,28,23,8,1,6,0,579,1,10,30,24,1,0,5,0,0,2,2,0,0,0,0,0,15,8,6,5,4,5,15,33.3,10,8,0,8,9,24,7,0,792,30,148,401,250,38,792,8,12,66.7,12,17,570,67,2,0,0,7,4,1,28,9,8,0,0,0,71,11,4,73.3,66
15,2021-12-11,15:00:00,16,Sat,Liverpool,Home,W,1,0,Aston Villa,2.6,0.2,53093,Jordan Henderson,4-3-3,Stuart Attwell,1,19,4,21.1,0.0,0.0,16.1,0,1,1,2.6,1.8,0.1,-1.6,-1.8,0,0,0,0.0,1,0.0,0.0,0,0,0,0,0,4,0.0,19,3,21.1,27.2,3,0.0,20.3,12,0,0.0,2,17.4,486,607,80.1,9403,3236,196,227,86.3,216,247,87.4,69,96,71.9,0,1.1,1.6,14,50,23,5,58,607,561,44,6,3,11,28,23,11,2,8,0,486,2,20,35,25,2,1,3,2,2,2,1,0,0,0,1,0,17,8,10,5,2,6,19,31.6,13,8,2,6,10,27,21,0,721,41,163,330,233,59,720,10,19,52.6,19,12,477,56,1,0,0,13,6,2,28,10,8,1,0,0,54,21,7,75.0,62
16,2021-12-16,20:00:00,17,Thu,Liverpool,Home,W,3,1,Newcastle Utd,3.0,0.3,52951,Jordan Henderson,4-3-3,Mike Dean,3,23,8,34.8,0.13,0.38,16.4,0,0,0,3.0,3.0,0.15,0.0,0.0,3,1,2,66.7,0,0.6,-0.4,0,0,0,0,2,6,33.3,28,4,17.9,27.0,4,25.0,29.0,5,1,20.0,2,20.2,659,790,83.4,10893,3377,320,358,89.4,266,312,85.3,51,84,60.7,1,1.4,1.7,13,63,19,3,55,790,743,45,5,6,4,23,23,11,2,7,0,659,2,2,35,26,3,3,2,1,0,5,1,1,1,2,0,0,12,9,4,4,4,4,10,40.0,6,3,0,3,9,21,4,1,866,34,125,459,288,48,866,8,13,61.5,6,19,654,54,1,0,0,9,4,2,23,9,9,0,0,0,77,16,9,64.0,74
17,2021-12-19,16:30:00,18,Sun,Liverpool,Away,D,2,2,Tottenham,1.4,2.6,45421,James Milner,4-3-3,Paul Tierney,2,18,6,33.3,0.11,0.33,16.7,0,0,0,1.4,1.4,0.08,0.6,0.6,5,2,3,60.0,0,2.1,0.1,0,0,0,0,5,12,41.7,35,8,28.6,30.6,4,50.0,40.5,10,0,0.0,4,18.0,456,576,79.2,8111,2717,202,234,86.3,177,207,85.5,56,91,61.5,2,1.3,2.0,13,38,13,3,38,576,528,47,15,2,5,27,21,4,0,3,0,456,1,11,33,25,4,0,1,3,0,3,3,0,0,0,0,0,25,13,11,7,7,10,19,52.6,9,13,2,11,11,36,15,1,697,56,161,303,245,34,697,6,12,50.0,23,9,452,38,4,1,0,11,11,1,27,11,13,0,0,0,64,11,15,42.3,56
18,2021-12-28,20:00:00,20,Tue,Liverpool,Away,L,0,1,Leicester City,2.7,0.6,32230,Jordan Henderson,4-3-3,Michael Oliver,0,20,3,15.0,0.0,0.0,15.0,0,0,1,2.7,1.8,0.09,-2.7,-1.8,1,1,0,0.0,0,0.1,-0.9,0,0,0,0,2,3,66.7,19,4,10.5,26.6,2,50.0,40.5,4,0,0.0,2,22.5,517,661,78.2,9688,3369,219,261,83.9,234,286,81.8,61,98,62.2,0,1.5,1.7,13,72,28,3,62,661,608,52,10,1,8,42,26,12,7,5,0,517,1,12,31,18,5,0,4,3,1,0,0,0,0,0,0,0,15,10,3,10,2,7,15,46.7,8,8,3,5,15,30,6,0,752,35,115,329,315,59,751,11,19,57.9,18,9,510,60,1,0,0,11,8,1,42,15,10,1,0,0,63,17,20,45.9,63
